mag,max_disp,final_disp,sat_rate,limit_margin
0.1,0.566737711429596,0.5621264576911926,0.0,-0.09140653163194656
0.2,0.03549765422940254,0.015594118274748325,0.0,-0.12151079624891281
0.3,0.03631794452667236,0.02730102278292179,0.0,-0.14404383301734924
0.4,0.05775381252169609,0.00817638449370861,0.0,-0.1439952850341797
0.5,0.04978139325976372,0.010407872498035431,0.0,-0.14403142035007477
0.6,0.05998136103153229,0.011136061511933804,0.0,-0.14401152729988098
0.8,0.054652899503707886,0.03463521599769592,0.0,-0.14402320981025696
1.0,0.08799418061971664,0.020835870876908302,0.0,-0.14400745928287506
