step,lf_wx,lf_wy,lf_wz,rf_wx,rf_wy,rf_wz,foot_sep_y,foot_xy_dist,foot_cross,foot_too_close,cf_lf,cf_rf,cf_max_body,cf_max_val,tau_max,pg_z,t_lhp,dp_lhp,t_lhy,dp_lhy,t_lk,dp_lk,t_lap,dp_lap,t_lar,dp_lar,t_rhp,dp_rhp,t_rhy,dp_rhy,t_rk,dp_rk,t_rap,dp_rap,t_rar,dp_rar
0,-10.005400657653809,-4.909078598022461,-0.004804801195859909,-10.004761695861816,-5.091449737548828,-0.009848196059465408,-0.1823711395263672,0.18237225711345673,1,0,1332.5596923828125,0.0,6,1332.5596923828125,0.0,-0.5849462747573853,0.0,0.0037661746609956026,0.0,0.002656692871823907,0.0,-0.00016881783085409552,0.0,0.005515653640031815,0.0,-0.017308294773101807,0.0,0.0017540417611598969,0.0,0.0010451205307617784,0.0,-2.155255788238719e-05,0.0,-0.002225675154477358,0.0,0.0077387928031384945
1,-10.005343437194824,-4.908758163452148,-0.00031565316021442413,-10.004734992980957,-5.091409206390381,-0.005110708996653557,-0.18265104293823242,0.1826520562171936,1,0,457.1074523925781,203.15232849121094,11,1265.5357666015625,0.0,-0.5849462747573853,0.0,0.009657124988734722,0.0,0.005378916393965483,0.0,0.00011245890345890075,0.0,0.004203515127301216,0.0,-0.028153330087661743,0.0,0.0064225406385958195,0.0,0.00043260521488264203,0.0,0.001973845297470689,0.0,-0.004587059840559959,0.0,0.005505152978003025
