frame,ball_x,ball_y,ball_z,le_x,le_y,le_z,re_x,re_y,re_z,le_to_ball,re_to_ball,ee_raw,ee_scaled
0,-8.765835762023926,-5.333543300628662,0.2997547686100006,-9.9986572265625,-4.877414226531982,0.5734317898750305,-9.99866008758545,-5.12248420715332,0.5736760497093201,1.3426843881607056,1.2804040908813477,0.0,0.0
1,-8.765835762023926,-5.333543300628662,0.2992642819881439,-9.998658180236816,-4.877415657043457,0.5729432702064514,-9.998687744140625,-5.122505187988281,0.5731757283210754,1.3426852226257324,1.2804251909255981,0.0,0.0
2,-8.765835762023926,-5.333543300628662,0.2985285222530365,-9.998652458190918,-4.877413749694824,0.5722121596336365,-9.99869441986084,-5.122542381286621,0.5724265575408936,1.342681646347046,1.280422568321228,0.0,0.0
3,-8.765835762023926,-5.333543300628662,0.29754751920700073,-9.998678207397461,-4.877415180206299,0.5722406506538391,-9.998696327209473,-5.122607231140137,0.5724470019340515,1.342910885810852,1.2806283235549927,0.0,0.0
4,-8.765835762023926,-5.333543300628662,0.2963212728500366,-9.998929977416992,-4.87739896774292,0.5722264647483826,-9.998857498168945,-5.1226606369018555,0.5724328756332397,1.3433959484100342,1.2810354232788086,0.0,0.0
5,-8.765835762023926,-5.333543300628662,0.29484978318214417,-9.99909496307373,-4.877389907836914,0.5721309781074524,-9.998873710632324,-5.1227126121521,0.5723984241485596,1.3438336849212646,1.2813529968261719,0.0,0.0
6,-8.765835762023926,-5.333543300628662,0.293133020401001,-9.999281883239746,-4.877381324768066,0.5721403360366821,-9.998804092407227,-5.122764587402344,0.5724230408668518,1.3443653583526611,1.2816557884216309,0.0,0.0
7,-8.765835762023926,-5.333543300628662,0.29117101430892944,-9.99944019317627,-4.877373695373535,0.5721307992935181,-9.998613357543945,-5.1228108406066895,0.5724396705627441,1.3449196815490723,1.2818973064422607,0.0,0.0
8,-8.765835762023926,-5.333543300628662,0.28896376490592957,-9.999591827392578,-4.877368927001953,0.5721224546432495,-9.998295783996582,-5.122851371765137,0.5724655985832214,1.3455214500427246,1.2820771932601929,0.0,0.0
9,-8.765835762023926,-5.333543300628662,0.28651127219200134,-9.999730110168457,-4.8773698806762695,0.5721179842948914,-9.997847557067871,-5.122885704040527,0.5725037455558777,1.3461651802062988,1.282193899154663,0.0,0.0
10,-8.765835762023926,-5.333543300628662,0.2838135361671448,-9.999853134155273,-4.877376079559326,0.5721161365509033,-9.997258186340332,-5.1229143142700195,0.5725556015968323,1.3468503952026367,1.282239317893982,0.0,0.0
11,-8.765835762023926,-5.333543300628662,0.2808705270290375,-9.999963760375977,-4.8773908615112305,0.5721160173416138,-9.996530532836914,-5.122939109802246,0.5726238489151001,1.3475795984268188,1.2822182178497314,0.0,0.0
12,-8.765835762023926,-5.333543300628662,0.27768227458000183,-10.00006103515625,-4.877413272857666,0.5721184015274048,-9.9956636428833,-5.122957706451416,0.5727121233940125,1.3483542203903198,1.2821332216262817,0.0,0.0
13,-8.765835762023926,-5.333543300628662,0.27424877882003784,-10.00014591217041,-4.877442836761475,0.5721213817596436,-9.994664192199707,-5.122971534729004,0.5728217959403992,1.3491765260696411,1.2819929122924805,0.0,0.0
14,-8.765835762023926,-5.333543300628662,0.2705700397491455,-10.000222206115723,-4.877480983734131,0.5721256136894226,-9.99353313446045,-5.12298059463501,0.5729565024375916,1.3500512838363647,1.2818015813827515,0.0,0.0
15,-8.765835762023926,-5.333543300628662,0.26664602756500244,-10.000290870666504,-4.877528190612793,0.5721306800842285,-9.992280006408691,-5.12298583984375,0.5731183290481567,1.3509811162948608,1.281571388244629,0.0,0.0
16,-8.765835762023926,-5.333543300628662,0.26247677206993103,-10.000358581542969,-4.8775835037231445,0.5721364617347717,-9.990913391113281,-5.122988224029541,0.5733097791671753,1.3519744873046875,1.2813140153884888,0.0,0.0
17,-8.765835762023926,-5.333543300628662,0.2580622732639313,-10.000420570373535,-4.877645015716553,0.572142481803894,-9.98944091796875,-5.122985363006592,0.5735331177711487,1.3530296087265015,1.2810410261154175,0.0,0.0
18,-8.765835762023926,-5.333543300628662,0.2534025311470032,-10.000489234924316,-4.877712249755859,0.5721473097801208,-9.987876892089844,-5.122978210449219,0.5737898349761963,1.3541600704193115,1.2807693481445312,0.0,0.0
19,-8.765835762023926,-5.333543300628662,0.24849753081798553,-10.000555038452148,-4.877785682678223,0.5721523761749268,-9.986224174499512,-5.122964859008789,0.5740816593170166,1.355359435081482,1.2805062532424927,0.0,0.0
20,-8.765835762023926,-5.333543300628662,0.24334728717803955,-10.000629425048828,-4.877861022949219,0.5721558928489685,-9.984498977661133,-5.122945785522461,0.5744084119796753,1.3566417694091797,1.2802706956863403,0.0,0.0
21,-8.765835762023926,-5.333543300628662,0.23795178532600403,-10.000707626342773,-4.877942085266113,0.5721585750579834,-9.982706069946289,-5.122921466827393,0.5747715830802917,1.358004093170166,1.2800712585449219,0.0,0.0
22,-8.765835762023926,-5.333543300628662,0.23231104016304016,-10.0007963180542,-4.878024101257324,0.5721601247787476,-9.98086166381836,-5.122888565063477,0.5751708149909973,1.3594567775726318,1.279928207397461,0.0,0.0
23,-8.765835762023926,-5.333543300628662,0.22642503678798676,-10.000894546508789,-4.87810754776001,0.5721600651741028,-9.978974342346191,-5.122848033905029,0.5756050944328308,1.3610013723373413,1.2798532247543335,0.0,0.0
24,-8.765835762023926,-5.333543300628662,0.220293790102005,-10.001004219055176,-4.8781914710998535,0.5721583366394043,-9.97705364227295,-5.122799873352051,0.5760740041732788,1.3626426458358765,1.2798597812652588,0.0,0.0
25,-8.765835762023926,-5.333543300628662,0.21391728520393372,-10.001123428344727,-4.878274917602539,0.5721547603607178,-9.975109100341797,-5.12274169921875,0.5765767693519592,1.364382266998291,1.2799614667892456,0.0,0.0
26,-8.765835762023926,-5.333543300628662,0.20729553699493408,-10.001255989074707,-4.87835693359375,0.5721485614776611,-9.97314739227295,-5.122673034667969,0.5771118402481079,1.3662266731262207,1.2801686525344849,0.0,0.0
27,-8.765835762023926,-5.333543300628662,0.2004285454750061,-10.001399993896484,-4.878437519073486,0.5721402764320374,-9.971179962158203,-5.122595310211182,0.5776774287223816,1.3681775331497192,1.2804961204528809,0.0,0.0
28,-8.765835762023926,-5.333543300628662,0.1933162957429886,-10.001554489135742,-4.87851619720459,0.572129487991333,-9.969209671020508,-5.122507572174072,0.5782719254493713,1.370237112045288,1.2809511423110962,0.0,0.0
29,-8.765835762023926,-5.333543300628662,0.18595880270004272,-10.00171947479248,-4.878591537475586,0.5721167922019958,-9.967245101928711,-5.122408390045166,0.57889324426651,1.372409462928772,1.281545877456665,0.0,0.0
30,-8.765835762023926,-5.333543300628662,0.17835605144500732,-10.001888275146484,-4.878664016723633,0.5721018314361572,-9.965287208557129,-5.122297763824463,0.5795393586158752,1.3746914863586426,1.2822856903076172,0.0,0.0
31,-8.765835762023926,-5.333543300628662,0.17050805687904358,-10.002068519592285,-4.878733158111572,0.5720851421356201,-9.963348388671875,-5.1221795082092285,0.580209493637085,1.377094030380249,1.2831860780715942,0.0,0.0
32,-8.765835762023926,-5.333543300628662,0.1624148041009903,-10.002254486083984,-4.878798961639404,0.5720659494400024,-9.961427688598633,-5.1220502853393555,0.5809006094932556,1.379615068435669,1.2842506170272827,0.0,0.0
33,-8.765835762023926,-5.333543300628662,0.15407630801200867,-10.002443313598633,-4.878861427307129,0.5720447897911072,-9.959528923034668,-5.121912479400635,0.5816120505332947,1.3822559118270874,1.285487413406372,0.0,0.0
34,-8.765835762023926,-5.333543300628662,0.1454925537109375,-10.002636909484863,-4.8789191246032715,0.5720224380493164,-9.957656860351562,-5.121766090393066,0.5823412537574768,1.385022759437561,1.2869048118591309,0.0,0.0
35,-8.765835762023926,-5.333543300628662,0.136663556098938,-10.002833366394043,-4.878973007202148,0.5719980597496033,-9.955812454223633,-5.121611595153809,0.5830884575843811,1.387916922569275,1.2885087728500366,0.0,0.0
36,-8.765835762023926,-5.333543300628662,0.12758931517601013,-10.00302505493164,-4.879024028778076,0.5719722509384155,-9.953994750976562,-5.1214518547058105,0.5838508605957031,1.3909354209899902,1.290302038192749,0.0,0.0
