frame,ball_x,ball_y,ball_z,re_x,re_y,re_z,le_x,le_y,le_z,re_to_ball,le_to_ball,ee_raw
28,-8.746007919311523,-5.289689540863037,0.10000116378068924,-9.95444393157959,-5.119888782501221,0.5864677429199219,-10.007460594177246,-4.877843379974365,0.5713598132133484,1.3136969804763794,1.408211350440979,0.9977347254753113
29,-8.745393753051758,-5.288991451263428,0.10000116378068924,-9.952814102172852,-5.119595050811768,0.5874478816986084,-10.007753372192383,-4.877728462219238,0.5713048577308655,1.313073992729187,1.4088350534439087,0.9973958730697632
30,-8.744813919067383,-5.2882819175720215,0.10000116378068924,-9.951211929321289,-5.1193108558654785,0.5884559154510498,-10.008033752441406,-4.877623081207275,0.5712505578994751,1.3124539852142334,1.4094115495681763,0.9970749616622925
31,-8.744235038757324,-5.287583827972412,0.10000116378068924,-9.94963264465332,-5.1190338134765625,0.589489221572876,-10.00830364227295,-4.877526760101318,0.571199357509613,1.3118654489517212,1.4099801778793335,0.9967639446258545
32,-8.743693351745605,-5.286897659301758,0.10000116378068924,-9.948076248168945,-5.1187663078308105,0.5905460715293884,-10.008564949035645,-4.877439498901367,0.5711527466773987,1.3112744092941284,1.410510540008545,0.9964576959609985
33,-8.743128776550293,-5.286201477050781,0.10000116378068924,-9.94653606414795,-5.118505954742432,0.5916253328323364,-10.00881576538086,-4.8773603439331055,0.5711115002632141,1.3107270002365112,1.4110491275787354,0.9961580634117126
34,-8.74258804321289,-5.2855377197265625,0.10000116378068924,-9.945206642150879,-5.118218421936035,0.5926346778869629,-10.009084701538086,-4.8772969245910645,0.5710594654083252,1.3103339672088623,1.4115842580795288,0.9958553314208984
35,-8.744071960449219,-5.2855072021484375,0.10000116378068924,-9.944339752197266,-5.117950439453125,0.5933960676193237,-10.009383201599121,-4.877249240875244,0.5709884166717529,1.308493971824646,1.4105020761489868,0.9955533742904663
36,-8.74435806274414,-5.285068511962891,0.10000116378068924,-9.943990707397461,-5.117761611938477,0.5938458442687988,-10.009708404541016,-4.87721061706543,0.5709102153778076,1.308049201965332,1.4103953838348389,0.9952343106269836
37,-8.744670867919922,-5.2846455574035645,0.10000116378068924,-9.944049835205078,-5.117656230926514,0.5940440893173218,-10.010042190551758,-4.877166748046875,0.5708399415016174,1.3078508377075195,1.4102810621261597,0.9948870539665222
38,-8.744941711425781,-5.284193515777588,0.10000116378068924,-9.944363594055176,-5.117623805999756,0.5940825343132019,-10.010366439819336,-4.877120018005371,0.5707899332046509,1.3078511953353882,1.410195231437683,0.9945126175880432
39,-8.745246887207031,-5.283751010894775,0.10000116378068924,-9.94481086730957,-5.117644786834717,0.5940417647361755,-10.010663986206055,-4.877074241638184,0.5707640647888184,1.3079071044921875,1.4100652933120728,0.9941243529319763
40,-8.745555877685547,-5.283327579498291,0.10000116378068924,-9.945296287536621,-5.117695331573486,0.5939750671386719,-10.010927200317383,-4.8770365715026855,0.5707606673240662,1.307983636856079,1.409911870956421,0.9937395453453064
41,-8.745872497558594,-5.282944202423096,0.10000116378068924,-9.945775985717773,-5.117762565612793,0.5939100980758667,-10.011164665222168,-4.87701416015625,0.5707753896713257,1.3080518245697021,1.409741759300232,0.993355929851532
42,-8.746227264404297,-5.282565116882324,0.10000116378068924,-9.946227073669434,-5.1178388595581055,0.5938593149185181,-10.011394500732422,-4.877015590667725,0.5708037614822388,1.3080635070800781,1.4095295667648315,0.9929616451263428
43,-8.74658203125,-5.282151222229004,0.10000116378068924,-9.946648597717285,-5.117917060852051,0.5938239693641663,-10.011632919311523,-4.87703800201416,0.5708396434783936,1.3080495595932007,1.4093116521835327,0.9925461411476135
44,-8.74697494506836,-5.281767845153809,0.10000116378068924,-9.947038650512695,-5.117995738983154,0.5938012003898621,-10.011892318725586,-4.877080917358398,0.5708789825439453,1.3079804182052612,1.4090825319290161,0.9920989871025085
45,-8.747364044189453,-5.281369209289551,0.10000116378068924,-9.947412490844727,-5.118074417114258,0.5937905311584473,-10.012181282043457,-4.877139568328857,0.5709163546562195,1.3079026937484741,1.4088737964630127,0.9916189312934875
46,-8.747779846191406,-5.280978202819824,0.10000116378068924,-9.947769165039062,-5.1181535720825195,0.5937892198562622,-10.012499809265137,-4.877212047576904,0.5709487199783325,1.3077893257141113,1.4086644649505615,0.9911115765571594
47,-8.748160362243652,-5.280611991882324,0.10000116378068924,-9.948124885559082,-5.118239402770996,0.5937948822975159,-10.012848854064941,-4.877296447753906,0.5709749460220337,1.307712435722351,1.4085158109664917,0.990576982498169
48,-8.748534202575684,-5.280245780944824,0.10000116378068924,-9.948477745056152,-5.118336200714111,0.5938060879707336,-10.01322078704834,-4.877398490905762,0.5709952116012573,1.3076400756835938,1.4083868265151978,0.9900282621383667
49,-8.748934745788574,-5.279852867126465,0.10000116378068924,-9.948834419250488,-5.118435382843018,0.5938189029693604,-10.0136137008667,-4.877505302429199,0.5710130333900452,1.3075437545776367,1.408243179321289,0.9894543290138245
50,-8.749322891235352,-5.2794294357299805,0.10000116378068924,-9.949210166931152,-5.118539333343506,0.5938339829444885,-10.01402473449707,-4.877617359161377,0.5710264444351196,1.307473063468933,1.408115267753601,0.9888611435890198
51,-8.749685287475586,-5.2790422439575195,0.10000116378068924,-9.94959831237793,-5.118646621704102,0.5938515067100525,-10.014444351196289,-4.8777313232421875,0.5710374116897583,1.3074426651000977,1.4080274105072021,0.9882588386535645
52,-8.750051498413086,-5.278651237487793,0.10000116378068924,-9.950004577636719,-5.118754863739014,0.5938708186149597,-10.014874458312988,-4.87784481048584,0.5710448622703552,1.3074254989624023,1.407943606376648,0.9876449704170227
53,-8.750382423400879,-5.278244972229004,0.10000116378068924,-9.950432777404785,-5.118864059448242,0.5938925743103027,-10.015314102172852,-4.877957344055176,0.5710505247116089,1.307460069656372,1.4078954458236694,0.9870150089263916
54,-8.75069522857666,-5.277844429016113,0.10000116378068924,-9.950870513916016,-5.118972301483154,0.5939153432846069,-10.015753746032715,-4.878067970275879,0.5710546970367432,1.3075214624404907,1.4078656435012817,0.9863823056221008
55,-8.750981330871582,-5.27742862701416,0.10000116378068924,-9.951329231262207,-5.119080543518066,0.5939401388168335,-10.016203880310059,-4.878175258636475,0.5710574388504028,1.3076257705688477,1.4078655242919922,0.9857303500175476
56,-8.751240730285645,-5.277039527893066,0.10000116378068924,-9.951803207397461,-5.119182109832764,0.5939645767211914,-10.016658782958984,-4.878274917602539,0.5710589289665222,1.3077725172042847,1.4079031944274902,0.9850695133209229
57,-8.751492500305176,-5.276618003845215,0.10000116378068924,-9.952296257019043,-5.1192731857299805,0.5939894318580627,-10.017128944396973,-4.878364562988281,0.5710604190826416,1.3079416751861572,1.407955288887024,0.9843762516975403
58,-8.751755714416504,-5.276162147521973,0.10000116378068924,-9.952803611755371,-5.119357109069824,0.5940121412277222,-10.01761245727539,-4.878445625305176,0.5710636377334595,1.3081096410751343,1.4080027341842651,0.9836528301239014
59,-8.75200366973877,-5.275723457336426,0.10000116378068924,-9.953327178955078,-5.1194281578063965,0.5940344333648682,-10.018106460571289,-4.878512859344482,0.5710670351982117,1.3083100318908691,1.4080822467803955,0.9828999638557434
60,-8.752224922180176,-5.27530574798584,0.10000116378068924,-9.953872680664062,-5.11948299407959,0.5940583348274231,-10.018623352050781,-4.87856388092041,0.5710675120353699,1.3085604906082153,1.408216118812561,0.9821097254753113
61,-8.748509407043457,-5.265578269958496,0.10011589527130127,-9.954432487487793,-5.119525909423828,0.5940865874290466,-10.019152641296387,-4.87860107421875,0.5710629224777222,1.3113309144973755,1.4092823266983032,0.981299102306366
62,-8.746152877807617,-5.258436679840088,0.10000117123126984,-9.955010414123535,-5.11955451965332,0.5941196084022522,-10.019702911376953,-4.878626823425293,0.5710541009902954,1.3133080005645752,1.4099915027618408,0.9804576635360718
63,-8.745126724243164,-5.254688739776611,0.10000117123126984,-9.955606460571289,-5.119573593139648,0.5941565036773682,-10.020271301269531,-4.878641128540039,0.5710400938987732,1.314422607421875,1.4104194641113281,0.9795849919319153
64,-8.744953155517578,-5.253298282623291,0.10000117123126984,-9.95622444152832,-5.119577407836914,0.5941984057426453,-10.020866394042969,-4.8786444664001465,0.5710228681564331,1.3150248527526855,1.4107379913330078,0.9786660075187683
65,-8.744804382324219,-5.2520318031311035,0.10000117123126984,-9.956855773925781,-5.119568347930908,0.5942448973655701,-10.021470069885254,-4.878634452819824,0.5710002183914185,1.3156336545944214,1.4110779762268066,0.9777355194091797
66,-8.744693756103516,-5.250732898712158,0.10000117123126984,-9.957511901855469,-5.119547367095947,0.5942943096160889,-10.022102355957031,-4.878612995147705,0.5709723830223083,1.3162306547164917,1.4114035367965698,0.976760983467102
67,-8.74459457397461,-5.249401569366455,0.10000117123126984,-9.958187103271484,-5.119515895843506,0.5943470597267151,-10.022754669189453,-4.878583908081055,0.5709404945373535,1.3168351650238037,1.411730408668518,0.9757509827613831
68,-8.744457244873047,-5.248093128204346,0.10000117123126984,-9.95888900756836,-5.119472026824951,0.5944031476974487,-10.023430824279785,-4.878542423248291,0.5709038376808167,1.3175055980682373,1.4121227264404297,0.9746997952461243
69,-8.744300842285156,-5.246823787689209,0.10000117123126984,-9.959611892700195,-5.119419574737549,0.5944637656211853,-10.024128913879395,-4.878492832183838,0.5708611607551575,1.3182207345962524,1.4125638008117676,0.9736139178276062
70,-8.744159698486328,-5.245530605316162,0.10000117123126984,-9.960366249084473,-5.119359970092773,0.5945293307304382,-10.024856567382812,-4.878434658050537,0.5708122253417969,1.3189524412155151,1.4130134582519531,0.9724816679954529
71,-8.744003295898438,-5.244262218475342,0.10000117123126984,-9.961145401000977,-5.119296073913574,0.594599723815918,-10.025606155395508,-4.8783745765686035,0.5707569718360901,1.3197269439697266,1.4135029315948486,0.9713144898414612
72,-8.743865966796875,-5.2429633140563965,0.10000117123126984,-9.961952209472656,-5.119232177734375,0.5946733355522156,-10.026383399963379,-4.87831449508667,0.5706964135169983,1.3205090761184692,1.413992166519165,0.9701032638549805
73,-8.743728637695312,-5.241628170013428,0.10000117123126984,-9.962784767150879,-5.119163990020752,0.5947479009628296,-10.027183532714844,-4.878251075744629,0.5706337690353394,1.3213136196136475,1.4144943952560425,0.9688451886177063
74,-8.743602752685547,-5.240272045135498,0.10000117123126984,-9.963645935058594,-5.1190972328186035,0.5948216915130615,-10.028013229370117,-4.878188610076904,0.5705693960189819,1.322133183479309,1.415008544921875,0.9675344228744507
75,-8.743480682373047,-5.2388834953308105,0.10000117123126984,-9.9645414352417,-5.119025707244873,0.5948936343193054,-10.028875350952148,-4.8781208992004395,0.570503830909729,1.3229790925979614,1.4155429601669312,0.9661580324172974
76,-8.743396759033203,-5.237481594085693,0.10000117123126984,-9.965465545654297,-5.118955612182617,0.5949642658233643,-10.02976131439209,-4.878055572509766,0.5704358816146851,1.3238160610198975,1.416061282157898,0.9647339582443237
77,-8.743301391601562,-5.236070156097412,0.10000117123126984,-9.966418266296387,-5.118887901306152,0.5950327515602112,-10.030674934387207,-4.87799072265625,0.5703661441802979,1.3246897459030151,1.4166138172149658,0.9632540345191956
78,-8.743244171142578,-5.234647274017334,0.10000117123126984,-9.96741008758545,-5.118821620941162,0.5951001644134521,-10.031622886657715,-4.877927780151367,0.5702933669090271,1.3255643844604492,1.4171602725982666,0.9617078900337219
79,-8.743202209472656,-5.233226299285889,0.10000117123126984,-9.96843147277832,-5.118762016296387,0.5951671600341797,-10.03260326385498,-4.877870559692383,0.5702187418937683,1.3264532089233398,1.4177227020263672,0.9600965976715088
80,-8.743171691894531,-5.231839656829834,0.10000117123126984,-9.969488143920898,-5.11870813369751,0.5952296257019043,-10.033616065979004,-4.8778181076049805,0.5701430439949036,1.327366590499878,1.4183127880096436,0.9584248065948486
81,-8.743179321289062,-5.230489253997803,0.10000117123126984,-9.970582008361816,-5.118664264678955,0.5952873826026917,-10.034655570983887,-4.877772331237793,0.5700737833976746,1.328281044960022,1.4189039468765259,0.9567065834999084
82,-8.743156433105469,-5.229160308837891,0.10000117123126984,-9.971723556518555,-5.118635177612305,0.5953328013420105,-10.035727500915527,-4.8777360916137695,0.569992184638977,1.3292653560638428,1.4195529222488403,0.9549317955970764
83,-8.74310302734375,-5.227816581726074,0.10000117123126984,-9.972919464111328,-5.118613243103027,0.5953739881515503,-10.036846160888672,-4.877706527709961,0.5699220299720764,1.3303263187408447,1.4202724695205688,0.9530519843101501
84,-8.743064880371094,-5.22644567489624,0.10000117123126984,-9.974161148071289,-5.118597507476807,0.5954233407974243,-10.038020133972168,-4.877685546875,0.5698261260986328,1.331417441368103,1.4210131168365479,0.9510350227355957
85,-8.743026733398438,-5.225062847137451,0.10000117123126984,-9.975434303283691,-5.118585586547852,0.5954839587211609,-10.039236068725586,-4.8776726722717285,0.5697333812713623,1.3325423002243042,1.4217901229858398,0.9489127993583679
86,-8.74300765991211,-5.22371244430542,0.10000117123126984,-9.976753234863281,-5.118574142456055,0.595555305480957,-10.040496826171875,-4.877661228179932,0.5696391463279724,1.333700180053711,1.4225995540618896,0.9466596841812134
87,-8.743683815002441,-5.222062110900879,0.10000117123126984,-9.978130340576172,-5.118569850921631,0.5956367254257202,-10.041815757751465,-4.877655982971191,0.5695368647575378,1.3342500925064087,1.4227529764175415,0.9442377090454102
88,-8.744342803955078,-5.22043514251709,0.10000117123126984,-9.979562759399414,-5.118566989898682,0.5957294702529907,-10.043192863464355,-4.877655506134033,0.5694286227226257,1.3348753452301025,1.4229798316955566,0.9416558146476746
89,-8.744991302490234,-5.218792915344238,0.10000117123126984,-9.981053352355957,-5.118565559387207,0.5958292484283447,-10.044625282287598,-4.877659320831299,0.569315493106842,1.3355674743652344,1.4232627153396606,0.9389142394065857
90,-8.745670318603516,-5.217175483703613,0.10000117123126984,-9.982626914978027,-5.1185712814331055,0.5959357619285583,-10.046134948730469,-4.8776702880859375,0.5691905617713928,1.3363142013549805,1.4235907793045044,0.9359709620475769
91,-8.746395111083984,-5.215614318847656,0.10000117123126984,-9.98427677154541,-5.118576526641846,0.5960437059402466,-10.04771614074707,-4.877681255340576,0.5690551400184631,1.3370959758758545,1.4239546060562134,0.9328386187553406
92,-8.747100830078125,-5.21405029296875,0.10000117123126984,-9.986019134521484,-5.1185808181762695,0.5961489081382751,-10.0493803024292,-4.877691745758057,0.5689061284065247,1.337981939315796,1.4244089126586914,0.929500162601471
93,-8.747833251953125,-5.212488174438477,0.10000117123126984,-9.987863540649414,-5.118589878082275,0.5962516069412231,-10.051141738891602,-4.877706050872803,0.5687392354011536,1.338938593864441,1.4249236583709717,0.9259370565414429
94,-8.748580932617188,-5.2109055519104,0.10000117123126984,-9.989784240722656,-5.118603229522705,0.596337080001831,-10.052987098693848,-4.877725124359131,0.5684821605682373,1.3399457931518555,1.4254679679870605,0.9222579002380371
95,-8.74930191040039,-5.20934534072876,0.10000117123126984,-9.991625785827637,-5.118585586547852,0.5963824987411499,-10.054971694946289,-4.8777923583984375,0.5683133602142334,1.3408952951431274,1.4261897802352905,0.918552577495575
96,-8.75002670288086,-5.20781946182251,0.10000117123126984,-9.993651390075684,-5.11849308013916,0.5963857173919678,-10.057116508483887,-4.877788543701172,0.5682168006896973,1.3420056104660034,1.4271055459976196,0.9146426916122437
97,-8.750728607177734,-5.2063069343566895,0.10000117123126984,-9.995954513549805,-5.1183977127075195,0.5962638258934021,-10.059463500976562,-4.877696990966797,0.5680188536643982,1.343351125717163,1.4282199144363403,0.910041332244873
98,-8.75140380859375,-5.204760551452637,0.10000117123126984,-9.99773120880127,-5.118183135986328,0.5960312485694885,-10.062566757202148,-4.877880096435547,0.5678213238716125,1.3441998958587646,1.429984211921692,0.9037765860557556
99,-8.752052307128906,-5.203204154968262,0.10000117123126984,-9.999711036682129,-5.117544651031494,0.5965433120727539,-10.06665325164795,-4.877952575683594,0.5680651664733887,1.345564603805542,1.432846188545227,0.8928846716880798
