frame,ball_x,ball_y,ball_z,le_x,le_y,le_z,re_x,re_y,re_z,le_to_ball,re_to_ball,ee_raw,ee_scaled
0,-8.765835762023926,-5.333543300628662,0.2997547686100006,-9.9986572265625,-4.877414226531982,0.5734317898750305,-9.99866008758545,-5.12248420715332,0.5736760497093201,1.3426843881607056,1.2804040908813477,0.0,0.0
1,-8.765835762023926,-5.333543300628662,0.2992642819881439,-9.998656272888184,-4.877414703369141,0.5729413628578186,-9.998661041259766,-5.12248420715332,0.5731855034828186,1.3426835536956787,1.2804049253463745,0.0,0.0
2,-8.765835762023926,-5.333543300628662,0.2985285222530365,-9.998658180236816,-4.877414226531982,0.5722070932388306,-9.998662948608398,-5.12248420715332,0.5724510550498962,1.342685580253601,1.2804070711135864,0.0,0.0
3,-8.765835762023926,-5.333543300628662,0.29754751920700073,-9.998697280883789,-4.877419948577881,0.5722141265869141,-9.998699188232422,-5.122501373291016,0.572467565536499,1.3429213762283325,1.2806529998779297,0.0,0.0
4,-8.765835762023926,-5.333543300628662,0.2963212728500366,-9.998979568481445,-4.877411842346191,0.5721950531005859,-9.99897575378418,-5.122506141662598,0.5724738240242004,1.3434306383132935,1.2811834812164307,0.0,0.0
5,-8.765835762023926,-5.333543300628662,0.29484978318214417,-9.99918270111084,-4.87741231918335,0.5720636248588562,-9.999190330505371,-5.12251091003418,0.5724281668663025,1.3438926935195923,1.2816972732543945,0.0,0.0
6,-8.765835762023926,-5.333543300628662,0.293133020401001,-9.999406814575195,-4.877415657043457,0.5720518231391907,-9.999414443969727,-5.122521877288818,0.5724555253982544,1.3444499969482422,1.2822898626327515,0.0,0.0
7,-8.765835762023926,-5.333543300628662,0.29117101430892944,-9.999622344970703,-4.8774213790893555,0.5720098614692688,-9.99963665008545,-5.122536659240723,0.5724644660949707,1.3450453281402588,1.282931923866272,0.0,0.0
8,-8.765835762023926,-5.333543300628662,0.28896376490592957,-9.999839782714844,-4.87742805480957,0.5719684958457947,-9.999859809875488,-5.122554302215576,0.5724765658378601,1.3456963300704956,1.2836320400238037,0.0,0.0
9,-8.765835762023926,-5.333543300628662,0.28651127219200134,-10.000046730041504,-4.877434730529785,0.5719281435012817,-10.000072479248047,-5.1225738525390625,0.5724905133247375,1.34639310836792,1.2843801975250244,0.0,0.0
10,-8.765835762023926,-5.333543300628662,0.2838135361671448,-10.000243186950684,-4.877444744110107,0.5718880295753479,-10.000272750854492,-5.122596740722656,0.572505533695221,1.3471356630325317,1.2851755619049072,0.0,0.0
11,-8.765835762023926,-5.333543300628662,0.2808705270290375,-10.0004301071167,-4.877455234527588,0.5718494653701782,-10.00046157836914,-5.122620105743408,0.5725222229957581,1.3479273319244385,1.286021113395691,0.0,0.0
12,-8.765835762023926,-5.333543300628662,0.27768227458000183,-10.000601768493652,-4.877467155456543,0.5718123316764832,-10.000636100769043,-5.122646331787109,0.5725398659706116,1.3487643003463745,1.2869150638580322,0.0,0.0
13,-8.765835762023926,-5.333543300628662,0.27424877882003784,-10.000760078430176,-4.877481937408447,0.5717759728431702,-10.0007963180542,-5.12267541885376,0.5725583434104919,1.3496490716934204,1.2878592014312744,0.0,0.0
14,-8.765835762023926,-5.333543300628662,0.2705700397491455,-10.000906944274902,-4.877497673034668,0.5717412233352661,-10.000941276550293,-5.122704029083252,0.5725781321525574,1.3505860567092896,1.2888551950454712,0.0,0.0
15,-8.765835762023926,-5.333543300628662,0.26664602756500244,-10.001036643981934,-4.87751579284668,0.5717086791992188,-10.001072883605957,-5.122735023498535,0.5725979804992676,1.3515714406967163,1.2899060249328613,0.0,0.0
16,-8.765835762023926,-5.333543300628662,0.26247677206993103,-10.00114917755127,-4.877533435821533,0.5716778635978699,-10.001182556152344,-5.122766017913818,0.5726181268692017,1.352608323097229,1.2910059690475464,0.0,0.0
17,-8.765835762023926,-5.333543300628662,0.2580622732639313,-10.001248359680176,-4.877553939819336,0.5716484785079956,-10.001282691955566,-5.122797012329102,0.5726378560066223,1.3537012338638306,1.2921690940856934,0.0,0.0
18,-8.765835762023926,-5.333543300628662,0.2534025311470032,-10.001336097717285,-4.877574920654297,0.571621298789978,-10.001368522644043,-5.122827529907227,0.5726577639579773,1.3548548221588135,1.2933933734893799,0.0,0.0
19,-8.765835762023926,-5.333543300628662,0.24849753081798553,-10.001411437988281,-4.877594947814941,0.5715958476066589,-10.00144100189209,-5.122857093811035,0.5726770162582397,1.3560709953308105,1.2946819067001343,0.0,0.0
20,-8.765835762023926,-5.333543300628662,0.24334728717803955,-10.001474380493164,-4.877617359161377,0.5715725421905518,-10.00150203704834,-5.122886657714844,0.5726956129074097,1.357351541519165,1.2960392236709595,0.0,0.0
21,-8.765835762023926,-5.333543300628662,0.23795178532600403,-10.00152587890625,-4.877641677856445,0.5715513229370117,-10.00155258178711,-5.1229166984558105,0.5727137327194214,1.3586997985839844,1.2974687814712524,0.0,0.0
22,-8.765835762023926,-5.333543300628662,0.23231104016304016,-10.001569747924805,-4.87766695022583,0.5715320110321045,-10.001594543457031,-5.122946262359619,0.5727304816246033,1.3601222038269043,1.2989751100540161,0.0,0.0
23,-8.765835762023926,-5.333543300628662,0.22642503678798676,-10.001605033874512,-4.877691268920898,0.5715144276618958,-10.001626968383789,-5.1229753494262695,0.5727464556694031,1.361621618270874,1.3005603551864624,0.0,0.0
24,-8.765835762023926,-5.333543300628662,0.220293790102005,-10.001632690429688,-4.877717971801758,0.5714993476867676,-10.001655578613281,-5.12300443649292,0.5727614760398865,1.3632006645202637,1.3022329807281494,0.0,0.0
25,-8.765835762023926,-5.333543300628662,0.21391728520393372,-10.001654624938965,-4.877745628356934,0.5714860558509827,-10.00167465209961,-5.123032569885254,0.5727744102478027,1.3648645877838135,1.303990364074707,0.0,0.0
26,-8.765835762023926,-5.333543300628662,0.20729553699493408,-10.001670837402344,-4.877771377563477,0.5714755058288574,-10.001689910888672,-5.123058795928955,0.5727866888046265,1.3666174411773682,1.3058419227600098,0.0,0.0
27,-8.765835762023926,-5.333543300628662,0.2004285454750061,-10.001684188842773,-4.877798080444336,0.5714661478996277,-10.001701354980469,-5.123084545135498,0.5727967619895935,1.3684641122817993,1.3077900409698486,0.0,0.0
28,-8.765835762023926,-5.333543300628662,0.1933162957429886,-10.001691818237305,-4.877823352813721,0.5714589953422546,-10.001709938049316,-5.123108386993408,0.5728055834770203,1.3704060316085815,1.3098396062850952,0.0,0.0
29,-8.765835762023926,-5.333543300628662,0.18595880270004272,-10.001700401306152,-4.877848148345947,0.5714535713195801,-10.00171947479248,-5.1231303215026855,0.5728130340576172,1.3724523782730103,1.311997890472412,0.0,0.0
30,-8.765835762023926,-5.333543300628662,0.17835605144500732,-10.001708984375,-4.877872943878174,0.571449875831604,-10.001728057861328,-5.123152256011963,0.57281893491745,1.3746057748794556,1.3142660856246948,0.0,0.0
31,-8.765835762023926,-5.333543300628662,0.17050805687904358,-10.001714706420898,-4.877896785736084,0.57144695520401,-10.001733779907227,-5.123172760009766,0.5728235840797424,1.3768669366836548,1.3166463375091553,0.0,0.0
32,-8.765835762023926,-5.333543300628662,0.1624148041009903,-10.001723289489746,-4.877921104431152,0.5714459419250488,-10.00174331665039,-5.123193740844727,0.5728269815444946,1.3792448043823242,1.3191484212875366,0.0,0.0
33,-8.765835762023926,-5.333543300628662,0.15407630801200867,-10.001729011535645,-4.877946853637695,0.5714459419250488,-10.001750946044922,-5.123215198516846,0.5728296041488647,1.381737232208252,1.3217710256576538,0.0,0.0
34,-8.765835762023926,-5.333543300628662,0.1454925537109375,-10.001737594604492,-4.877971649169922,0.5714467167854309,-10.001761436462402,-5.123235702514648,0.5728304386138916,1.3843538761138916,1.3245222568511963,0.0,0.0
35,-8.765835762023926,-5.333543300628662,0.136663556098938,-10.001749992370605,-4.877995491027832,0.5714489221572876,-10.001773834228516,-5.123255252838135,0.5728307366371155,1.3870998620986938,1.3274056911468506,0.0,0.0
36,-8.765835762023926,-5.333543300628662,0.12758931517601013,-10.001763343811035,-4.878018856048584,0.5714522004127502,-10.001790046691895,-5.123274326324463,0.5728288888931274,1.389976143836975,1.3304263353347778,0.0,0.0
37,-8.765835762023926,-5.333543300628662,0.11826981604099274,-10.00178050994873,-4.878041744232178,0.5714568495750427,-10.00180721282959,-5.123293399810791,0.5728263258934021,1.3929893970489502,1.3335862159729004,0.0,0.0
38,-8.765835762023926,-5.333543300628662,0.108705073595047,-10.001799583435059,-4.8780646324157715,0.5714625716209412,-10.00182819366455,-5.1233134269714355,0.572822093963623,1.396141767501831,1.3368914127349854,0.0,0.0
39,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.001821517944336,-4.878088474273682,0.5714691877365112,-10.001852035522461,-5.123332500457764,0.5728164911270142,1.3990646600723267,1.3399549722671509,0.0,0.0
40,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.001849174499512,-4.878110885620117,0.5714772939682007,-10.00188159942627,-5.123351573944092,0.5728099346160889,1.3990845680236816,1.3399767875671387,0.0,0.0
41,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.001874923706055,-4.87813138961792,0.5714857578277588,-10.001908302307129,-5.1233696937561035,0.5728020668029785,1.3991035223007202,1.3399958610534668,0.0,0.0
42,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.001907348632812,-4.878152370452881,0.5714950561523438,-10.00194263458252,-5.123388290405273,0.5727936625480652,1.3991284370422363,1.3400217294692993,0.0,0.0
43,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.001944541931152,-4.878172874450684,0.571505069732666,-10.001980781555176,-5.123405933380127,0.5727843642234802,1.399158000946045,1.3400508165359497,0.0,0.0
44,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.00197982788086,-4.87819242477417,0.5715155005455017,-10.0020170211792,-5.1234235763549805,0.5727739930152893,1.399186372756958,1.3400778770446777,0.0,0.0
45,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002018928527832,-4.878211975097656,0.5715266466140747,-10.002058029174805,-5.123441219329834,0.5727631449699402,1.399218201637268,1.3401089906692505,0.0,0.0
46,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002060890197754,-4.878230571746826,0.5715380311012268,-10.002103805541992,-5.123457908630371,0.572751522064209,1.3992531299591064,1.3401446342468262,0.0,0.0
47,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002110481262207,-4.87824821472168,0.5715498328208923,-10.00214958190918,-5.123475551605225,0.5727396607398987,1.3992950916290283,1.3401798009872437,0.0,0.0
48,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.00216007232666,-4.878265380859375,0.5715612173080444,-10.002202987670898,-5.12349271774292,0.5727274417877197,1.3993371725082397,1.3402221202850342,0.0,0.0
49,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.00221061706543,-4.878282070159912,0.5715728402137756,-10.0022554397583,-5.123507976531982,0.5727152228355408,1.3993803262710571,1.340263843536377,0.0,0.0
50,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002264976501465,-4.878297805786133,0.5715845227241516,-10.00230884552002,-5.1235246658325195,0.5727025866508484,1.3994271755218506,1.3403059244155884,0.0,0.0
51,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.0023193359375,-4.878315448760986,0.5715962052345276,-10.002363204956055,-5.123541831970215,0.5726903676986694,1.3994734287261963,1.3403491973876953,0.0,0.0
52,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002375602722168,-4.878331661224365,0.5716075301170349,-10.002420425415039,-5.123558044433594,0.5726776719093323,1.3995217084884644,1.3403949737548828,0.0,0.0
53,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002435684204102,-4.878347396850586,0.5716187953948975,-10.002479553222656,-5.123574733734131,0.5726653337478638,1.3995734453201294,1.3404425382614136,0.0,0.0
54,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002497673034668,-4.878363132476807,0.571629524230957,-10.00253963470459,-5.12359094619751,0.5726532340049744,1.3996267318725586,1.3404911756515503,0.0,0.0
55,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002559661865234,-4.878378868103027,0.5716400146484375,-10.002601623535156,-5.123607635498047,0.5726412534713745,1.3996798992156982,1.3405414819717407,0.0,0.0
56,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002622604370117,-4.87839412689209,0.5716505646705627,-10.00266170501709,-5.123623371124268,0.5726297497749329,1.3997341394424438,1.340590476989746,0.0,0.0
57,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002690315246582,-4.8784098625183105,0.5716598629951477,-10.002728462219238,-5.1236395835876465,0.572618305683136,1.399791955947876,1.340645432472229,0.0,0.0
58,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002756118774414,-4.878425121307373,0.5716693997383118,-10.002795219421387,-5.123656272888184,0.5726072788238525,1.3998483419418335,1.3407005071640015,0.0,0.0
59,-8.765835762023926,-5.333543300628662,0.10000116378068924,-10.002824783325195,-4.878441333770752,0.5716786980628967,-10.00285816192627,-5.1236724853515625,0.5725966691970825,1.399906873703003,1.3407522439956665,0.0,0.0
