frame,ball_x,ball_y,ball_z,end_target_x,end_target_y,end_target_z,dist_to_end_target,dist_to_current_ball,dist_to_intercept_0p2,ee_raw,et_ball_err
58,-11.050383567810059,-4.629262447357178,0.10000146925449371,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4112474024295807,1.219504475593567,1.3144184350967407,0.858177900314331,1.2341197729110718
59,-11.06098461151123,-4.627784252166748,0.10000146925449371,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41194894909858704,1.2273341417312622,1.3223309516906738,0.8547741174697876,1.2444902658462524
60,-11.071551322937012,-4.626305103302002,0.10000147670507431,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41267848014831543,1.2350802421569824,1.3299460411071777,0.8511480093002319,1.254833459854126
61,-11.082158088684082,-4.624857425689697,0.10000147670507431,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41344186663627625,1.2427836656570435,1.338019847869873,0.8472669124603271,1.265216588973999
62,-11.092757225036621,-4.6233696937561035,0.10000147670507431,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41423943638801575,1.2504304647445679,1.3459094762802124,0.8431287407875061,1.2756028175354004
63,-11.103373527526855,-4.621901035308838,0.10000147670507431,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41508910059928894,1.2580015659332275,1.3536961078643799,0.8387230634689331,1.286008358001709
64,-11.113947868347168,-4.6204609870910645,0.10000147670507431,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41597190499305725,1.2653735876083374,1.3607492446899414,0.8343343734741211,1.296374797821045
65,-11.124531745910645,-4.619014263153076,0.10000148415565491,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4169389605522156,1.2724770307540894,1.3680880069732666,0.8301061391830444,1.3067562580108643
66,-11.135117530822754,-4.617592811584473,0.10000148415565491,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.417983740568161,1.2794699668884277,1.3751296997070312,0.825171709060669,1.317141056060791
67,-11.145722389221191,-4.616202354431152,0.10000148415565491,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.41904985904693604,1.286490559577942,1.3823211193084717,0.8202313184738159,1.327544927597046
68,-11.156365394592285,-4.614808082580566,0.10000148415565491,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.42011314630508423,1.2935436964035034,1.3898472785949707,0.8142457604408264,1.337990641593933
69,-11.166972160339355,-4.613375663757324,0.10000148415565491,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.42137640714645386,1.3007636070251465,1.397017002105713,0.8054456114768982,1.348410964012146
70,-11.177559852600098,-4.611912727355957,0.1000014916062355,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4225897789001465,1.3074654340744019,1.4037777185440063,0.7911511659622192,1.358821153640747
71,-11.1881685256958,-4.6104326248168945,0.1000014916062355,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.42340636253356934,1.314453363418579,1.4111456871032715,0.7752772569656372,1.369258165359497
72,-11.198800086975098,-4.60894775390625,0.1000014916062355,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.42285311222076416,1.3219349384307861,1.4190236330032349,0.7637895941734314,1.3797221183776855
73,-11.20944595336914,-4.607484817504883,0.1000014916062355,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4216482937335968,1.328913688659668,1.4262655973434448,0.7566554546356201,1.390201210975647
74,-11.220094680786133,-4.606039047241211,0.1000014916062355,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4220413565635681,1.3342934846878052,1.4317545890808105,0.7456377744674683,1.4006848335266113
75,-11.230714797973633,-4.604619979858398,0.1000014916062355,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4240596294403076,1.3386495113372803,1.4358450174331665,0.7310807704925537,1.411141276359558
76,-11.241327285766602,-4.603179931640625,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4264734089374542,1.3425086736679077,1.4397956132888794,0.717853844165802,1.421596884727478
77,-11.251976013183594,-4.601713180541992,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.42917704582214355,1.3459233045578003,1.4124469757080078,0.7085883617401123,1.4320948123931885
78,-11.255875587463379,-4.592055797576904,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.43299737572669983,1.345098853111267,1.4212369918823242,0.6975576281547546,1.4371628761291504
79,-11.262216567993164,-4.584974765777588,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.43852201104164124,1.3429282903671265,1.4286599159240723,0.6787271499633789,1.4442815780639648
80,-11.270547866821289,-4.580695629119873,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.44495779275894165,1.3381810188293457,1.4301937818527222,0.6608976721763611,1.4529467821121216
81,-11.280385971069336,-4.5783185958862305,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.45050644874572754,1.3334051370620728,1.4281615018844604,0.6403963565826416,1.4628019332885742
82,-11.290353775024414,-4.576052665710449,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4553690254688263,1.328181505203247,1.422839879989624,0.6172886490821838,1.472770094871521
83,-11.300344467163086,-4.573790550231934,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4595350921154022,1.3221369981765747,1.4171199798583984,0.5905995965003967,1.4827631711959839
84,-11.310319900512695,-4.571506500244141,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.46425244212150574,1.3147815465927124,1.4098575115203857,0.5669508576393127,1.4927482604980469
85,-11.320302963256836,-4.569221496582031,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4705858826637268,1.3072510957717896,1.4025002717971802,0.5355812311172485,1.502744197845459
86,-11.330324172973633,-4.566930770874023,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4787801504135132,1.2997170686721802,1.3953696489334106,0.4936504065990448,1.512781023979187
87,-11.340322494506836,-4.564680099487305,0.1000015065073967,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.48732566833496094,1.2932848930358887,1.3886173963546753,0.446675568819046,1.522793173789978
88,-11.350336074829102,-4.562444686889648,0.1000015139579773,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.4961290657520294,1.2870007753372192,1.3824920654296875,0.3975801467895508,1.5328209400177002
89,-11.360368728637695,-4.560205459594727,0.1000015139579773,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.5055445432662964,1.2801905870437622,1.3759877681732178,0.34813353419303894,1.5428707599639893
90,-11.370367050170898,-4.557975769042969,0.1000015139579773,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.5158926248550415,1.2719981670379639,1.367595911026001,0.29702630639076233,1.5528888702392578
91,-11.380349159240723,-4.555753707885742,0.1000015139579773,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.5266398191452026,1.2631489038467407,1.358742356300354,0.2485426813364029,1.5628931522369385
92,-11.390292167663574,-4.553562164306641,0.1000015139579773,-9.86573600769043,-4.789221286773682,0.40671777725219727,0.5386391282081604,1.253164529800415,1.3484704494476318,0.1907820999622345,1.5728578567504883
93,-5.59678840637207,-4.669874668121338,0.8557270169258118,-9.899999618530273,-4.710161209106445,0.32047754526138306,0.5833600163459778,4.771260738372803,2.9475655555725098,0.32248055934906006,4.336558818817139
