step,mode,term_reason,term_reason_name,episode_length,ball_contact,ball_blocked,goal_conceded,contact_body_name,contact_body_idx,ball_speed,ball_pos_x,ball_pos_y,ball_pos_z,ball_lin_vel_x,ball_lin_vel_y,ball_lin_vel_z,base_pos_x,base_pos_y,base_pos_z,base_rpy_x,base_rpy_y,base_rpy_z,dof_pos_0_x,dof_pos_0_y,dof_pos_0_z
10,zero_action,0,none,12,0,0,0,,-1,3.4066193103790283,1.7911980152130127,-0.03725302591919899,0.20348429679870605,-2.3119254112243652,0.13125696778297424,-2.498565196990967,-8.868379518389702e-05,0.0009920416632667184,0.4110722541809082,0.0016006884397938848,0.005747427698224783,0.0012217636685818434,-0.005805332213640213,-0.019794128835201263,0.0016082769725471735
11,zero_action,0,none,13,0,0,0,,-1,3.55232572555542,1.7449653148651123,-0.034628212451934814,0.15106698870658875,-2.311462879180908,0.13123074173927307,-2.6942412853240967,0.0001387830125167966,0.0011213038815185428,0.40826278924942017,-0.0005571197834797204,0.005057154688984156,0.0017353211296722293,-0.004982101731002331,-0.02174380235373974,0.0012775040231645107
12,zero_action,0,none,14,0,0,0,,-1,1.3217452764511108,1.7021753787994385,-0.03219885751605034,0.10206666588783264,-1.1488980054855347,0.06522741913795471,0.6502225399017334,0.0005119089037179947,0.0014128207694739103,0.40836021304130554,-2.0830157154705375e-05,0.003424030728638172,0.0018325458513572812,-0.002275874139741063,-0.02325933612883091,0.002085484564304352
13,zero_action,0,none,15,0,0,0,,-1,1.2368234395980835,1.679200291633606,-0.030894475057721138,0.11261723935604095,-1.1486681699752808,0.0652143657207489,0.45391711592674255,0.0007505381945520639,0.0017419831128790975,0.40836814045906067,-5.975525709800422e-05,0.0023322035558521748,0.0014161448925733566,-0.00043772481149062514,-0.02415856160223484,0.00311674945987761
14,zero_action,0,none,16,0,0,0,,-1,1.1787899732589722,1.656229853630066,-0.02959035150706768,0.11924219131469727,-1.1484383344650269,0.06520131230354309,0.25765085220336914,0.0009386604651808739,0.0021352802868932486,0.4083591401576996,-6.949904491193593e-05,0.001276809605769813,0.0011310974368825555,0.0012347528245300055,-0.02525833062827587,0.003957930952310562
15,zero_action,0,none,17,0,0,0,,-1,1.1516965627670288,1.6332639455795288,-0.028286488726735115,0.12194231152534485,-1.148208498954773,0.06518825888633728,0.06142383813858032,0.0010900495108217,0.0025959769263863564,0.4083457589149475,-7.791631651343778e-05,0.00013657893578056246,0.0009828840848058462,0.0028612310998141766,-0.026547329500317574,0.004648410249501467
16,zero_action,0,none,18,0,0,0,,-1,1.1576977968215942,1.6103025674819946,-0.026982886716723442,0.12071838229894638,-1.147978663444519,0.06517522037029266,-0.1347639262676239,0.0012066209455952048,0.0031280561815947294,0.40832993388175964,-8.833540050545707e-05,-0.0011172088561579585,0.0008901784312911332,0.004489585291594267,-0.028036797419190407,0.005285782739520073
17,zero_action,0,none,19,0,0,0,,-1,1.196276068687439,1.5873459577560425,-0.02567954547703266,0.11557118594646454,-1.1477488279342651,0.06516219675540924,-0.3309124708175659,0.00129187130369246,0.0037365416064858437,0.40831106901168823,-0.00010067425318993628,-0.0024982059840112925,0.0008173778769560158,0.006152639631181955,-0.02974088303744793,0.005916180554777384
18,zero_action,0,none,20,0,0,0,,-1,1.2644355297088623,1.5643938779830933,-0.024376465007662773,0.1065015122294426,-1.1475194692611694,0.06514917314052582,-0.5270217657089233,0.0013492581201717257,0.004427731037139893,0.40828877687454224,-0.00011488056043162942,-0.004006849601864815,0.0007493364973925054,0.007862208411097527,-0.031677015125751495,0.006559065543115139
19,zero_action,0,none,21,0,0,0,,-1,1.7816227674484253,1.5357625484466553,-0.022750956937670708,0.10062449425458908,-1.7758057117462158,0.10081946104764938,0.1026124432682991,0.001382138580083847,0.005208922550082207,0.4082620441913605,-0.00013227005547378212,-0.005638533737510443,0.0006752664339728653,0.009627296589314938,-0.033865440636873245,0.007228096015751362
20,zero_action,0,none,22,0,0,0,,-1,1.780770182609558,1.5002508163452148,-0.020734818652272224,0.10022422671318054,-1.7754504680633545,0.10079928487539291,-0.09358355402946472,0.0013930710265412927,0.006088820286095142,0.40823036432266235,-0.00015099014854058623,-0.007382258307188749,0.0005935004446655512,0.011439993977546692,-0.03633129224181175,0.007922357879579067
21,zero_action,0,none,23,0,0,0,,-1,1.6503982543945312,1.4670958518981934,-0.018852474167943,0.09999978542327881,-1.6477447748184204,0.09354892373085022,-4.5097664491677847e-10,0.0013840805040672421,0.00707737123593688,0.4081922471523285,-0.0001720940781524405,-0.009225617162883282,0.0004986792337149382,0.013296929188072681,-0.03910266235470772,0.008646141737699509
22,zero_action,0,none,24,0,0,0,,-1,1.6500680446624756,1.4341449737548828,-0.016981730237603188,0.0999997928738594,-1.6474151611328125,0.09353019297122955,-4.5103271117952204e-10,0.0013559117214754224,0.008185834623873234,0.4081467092037201,-0.00019514469022396952,-0.01115360762923956,0.00038945506094023585,0.015182838775217533,-0.04221129044890404,0.009395897388458252
23,zero_action,0,none,25,0,0,0,,-1,1.6497381925582886,1.401200771331787,-0.015111359767615795,0.09999980032444,-1.6470857858657837,0.09351148456335068,3.853458707681057e-08,0.001308647682890296,0.009426907636225224,0.40809181332588196,-0.00022136223560664803,-0.013150593265891075,0.0002632310788612813,0.01708138734102249,-0.045692335814237595,0.01016936730593443
24,zero_action,0,none,26,0,0,0,,-1,1.6494077444076538,1.3682632446289062,-0.013241364620625973,0.09999980032444,-1.6467559337615967,0.09349275380373001,1.5415251297667965e-09,0.001241254503838718,0.010814998298883438,0.4080256521701813,-0.00025126655236817896,-0.015200337395071983,0.00011855933553306386,0.018972529098391533,-0.04958581551909447,0.010961368680000305
25,zero_action,0,none,27,0,0,0,,-1,1.6490775346755981,1.3353322744369507,-0.011371743865311146,0.0999998077750206,-1.6464263200759888,0.09347405284643173,4.1512093762463564e-10,0.001151715638116002,0.012366306968033314,0.40794554352760315,-0.00028449794626794755,-0.017286671325564384,-4.755606278195046e-05,0.02083502523601055,-0.05393792688846588,0.011768785305321217
26,zero_action,0,none,28,0,0,0,,-1,1.6487478017807007,1.3024078607559204,-0.009502495639026165,0.0999998077750206,-1.6460970640182495,0.09345538169145584,-4.51013504321196e-10,0.0010374689009040594,0.014098930172622204,0.40784865617752075,-0.00032116423244588077,-0.01939682848751545,-0.00023501881514675915,0.022645026445388794,-0.05879904329776764,0.01258507277816534
27,zero_action,0,none,29,0,0,0,,-1,1.6484178304672241,1.269490122795105,-0.00763362180441618,0.0999998152256012,-1.6457675695419312,0.09343666583299637,-4.510344320252102e-10,0.0008948026807047427,0.01603301800787449,0.4077303409576416,-0.0003628114645835012,-0.02151653915643692,-0.0004464120138436556,0.02437797375023365,-0.06422552466392517,0.01340675912797451
28,zero_action,0,none,30,0,0,0,,-1,1.6480884552001953,1.2365788221359253,-0.00576512236148119,0.0999998226761818,-1.64543879032135,0.09341797977685928,3.8534565760528494e-08,0.0007199532119557261,0.0181913860142231,0.4075864553451538,-0.0004088110872544348,-0.023638388141989708,-0.0006813109503127635,0.026012273505330086,-0.07028239965438843,0.014228099957108498
29,zero_action,0,none,31,0,0,0,,-1,1.647759199142456,1.2036741971969604,-0.003896996146067977,0.0999998226761818,-1.645110011100769,0.09339930862188339,1.5415267951013334e-09,0.0005085205193608999,0.02059907279908657,0.40741050243377686,-0.0004604039422702044,-0.02575681172311306,-0.0009400006383657455,0.02752939611673355,-0.0770396962761879,0.01504712924361229
30,zero_action,0,none,32,0,0,0,,-1,1.6474297046661377,1.170776128768921,-0.0020292436238378286,0.09999983012676239,-1.6447811126708984,0.0933806449174881,4.151125276852241e-10,0.00025550139253027737,0.023284079506993294,0.4071950316429138,-0.000516968488227576,-0.027865929529070854,-0.0012218444608151913,0.028906352818012238,-0.0845777839422226,0.015858987346291542
31,zero_action,0,none,33,0,0,0,,-1,1.6471006870269775,1.1378846168518066,-0.00016186380526050925,0.09999983012676239,-1.6444525718688965,0.0933619812130928,-4.5098583201230724e-10,-4.390023968880996e-05,0.02627703547477722,0.4069308638572693,-0.0005794386379420757,-0.0299676563590765,-0.0015226268442347646,0.03012825921177864,-0.09298308938741684,0.016661016270518303
32,zero_action,0,none,34,0,0,0,,-1,1.6467711925506592,1.1049996614456177,0.001705142087303102,0.09999983757734299,-1.6441235542297363,0.09334328770637512,1.554727596664307e-10,-0.0003947086224798113,0.029611514881253242,0.4066065549850464,-0.000649744994007051,-0.03206595033407211,-0.001838359865359962,0.031181465834379196,-0.10235168039798737,0.017450891435146332
33,zero_action,0,none,35,0,0,0,,-1,1.6464415788650513,1.072121262550354,0.003571774112060666,0.09999984502792358,-1.6437945365905762,0.09332460165023804,3.853457997138321e-08,-0.0008023299742490053,0.033323705196380615,0.4062079191207886,-0.0007271585054695606,-0.03416672721505165,-0.0021637347526848316,0.03205416724085808,-0.1127891093492508,0.018229050561785698
34,zero_action,0,none,36,0,0,0,,-1,1.646112322807312,1.0392495393753052,0.0054380325600504875,0.09999984502792358,-1.6434657573699951,0.09330596029758453,1.5415366760862526e-09,-0.0012729077134281397,0.037452153861522675,0.4057179093360901,-0.0008126436732709408,-0.03627382963895798,-0.002494269283488393,0.03272800147533417,-0.12440895289182663,0.018996313214302063
35,zero_action,0,none,37,0,0,0,,-1,1.6457828283309937,1.006384253501892,0.007303918246179819,0.09999985247850418,-1.6431368589401245,0.09328727424144745,4.151329557888772e-10,-0.00181201146915555,0.04203743487596512,0.40511542558670044,-0.0009077702416107059,-0.03839951008558273,-0.002819167682901025,0.03319554775953293,-0.13733048737049103,0.019753774628043175
36,zero_action,0,none,38,0,0,0,,-1,1.6454535722732544,0.9735255837440491,0.00916943047195673,0.09999985247850418,-1.642808198928833,0.09326858818531036,-4.5100789769492167e-10,-0.0024257947225123644,0.047121256589889526,0.40437573194503784,-0.001011809566989541,-0.04055559262633324,-0.003122668480500579,0.03344578668475151,-0.1516810655593872,0.02049880661070347
37,zero_action,0,none,39,0,0,0,,-1,1.6451245546340942,0.9406735301017761,0.011034569703042507,0.09999985992908478,-1.642479658126831,0.09324993193149567,1.554596035235889e-10,-0.003121014451608062,0.05274456366896629,0.40346866846084595,-0.0011287023080512881,-0.042753513902425766,-0.0033815738279372454,0.03346460685133934,-0.16758662462234497,0.021227426826953888
38,zero_action,0,none,40,0,0,0,,-1,1.6447954177856445,0.9078280925750732,0.012899336405098438,0.09999985992908478,-1.6421509981155396,0.09323124587535858,-4.5100984058521476e-10,-0.003904335666447878,0.05894645303487778,0.40235909819602966,-0.0012569853570312262,-0.04501023888587952,-0.0035699435975402594,0.033246614038944244,-0.18517763912677765,0.021937059238553047
39,zero_action,0,none,41,0,0,0,,-1,1.6444660425186157,0.8749891519546509,0.014763728715479374,0.09999986737966537,-1.641822099685669,0.09321261197328568,-4.510136708546497e-10,-0.0047829123213887215,0.06576190888881683,0.4010063111782074,-0.0014016047352924943,-0.04734630510210991,-0.003650692757219076,0.03278559073805809,-0.20457078516483307,0.022624250501394272
40,zero_action,0,none,42,0,0,0,,-1,1.644136667251587,0.8421568870544434,0.01662774756550789,0.09999988228082657,-1.641493320465088,0.09319392591714859,3.68017047946978e-08,-0.005764822009950876,0.0732194185256958,0.39936357736587524,-0.0015632061986252666,-0.0497833676636219,-0.0035841509234160185,0.03207807615399361,-0.22587911784648895,0.02328626811504364
41,zero_action,0,none,43,0,0,0,,-1,1.6438075304031372,0.8093310594558716,0.018491392955183983,0.09999988228082657,-1.641164779663086,0.09317528456449509,3.8534597734951603e-08,-0.0067669847048819065,0.08013828098773956,0.3985559642314911,0.007376093417406082,-0.05379626527428627,0.0005707757663913071,0.030224567279219627,-0.2519891858100891,0.019806506112217903
42,zero_action,0,none,44,0,0,0,,-1,1.6434788703918457,0.7765119075775146,0.02035466581583023,0.09999988228082657,-1.6408365964889526,0.09315665066242218,-4.509953244191678e-10,-0.007853810675442219,0.08609253168106079,0.39692625403404236,0.00869117584079504,-0.05740079656243324,0.0036728668492287397,0.030476387590169907,-0.270647257566452,0.018043164163827896
43,zero_action,0,none,45,0,0,0,,-1,1.6431502103805542,0.7436992526054382,0.022217564284801483,0.09999988228082657,-1.6405084133148193,0.09313801676034927,-4.5098758061357103e-10,-0.009088757447898388,0.09145557880401611,0.394921213388443,0.0023645861074328423,-0.06087026745080948,0.006979664321988821,0.03119402751326561,-0.2818920910358429,0.016727693378925323
44,zero_action,0,none,46,0,0,0,,-1,1.6428208351135254,0.7108932137489319,0.02408009022474289,0.09999988973140717,-1.6401796340942383,0.09311936050653458,-4.5104875390222787e-10,-0.010477812960743904,0.09726240485906601,0.39285364747047424,-0.0024409363977611065,-0.06427296251058578,0.010034963488578796,0.03183681145310402,-0.29542937874794006,0.015508540906012058
45,zero_action,0,none,47,0,0,0,,-1,1.6424927711486816,0.6780937314033508,0.02594224363565445,0.09999989718198776,-1.6398520469665527,0.09310075640678406,3.8534597734951603e-08,-0.012129982933402061,0.10437925159931183,0.3905220329761505,-0.002799376379698515,-0.06698115170001984,0.011398161761462688,0.02976372465491295,-0.31617170572280884,0.015714868903160095
46,zero_action,0,none,48,0,0,0,,-1,1.642163634300232,0.6453008055686951,0.027804024517536163,0.09999989718198776,-1.6395233869552612,0.09308210015296936,1.5415344556402033e-09,-0.013950211927294731,0.11257535219192505,0.38765132427215576,-0.0030983565375208855,-0.06970124691724777,0.012257312424480915,0.027131594717502594,-0.3403230309486389,0.016690349206328392
47,zero_action,0,none,49,0,0,0,,-1,1.641835331916809,0.6125144362449646,0.02966543287038803,0.09999990463256836,-1.6391956806182861,0.09306350350379944,-4.509781437178617e-10,-0.015876529738307,0.1218579038977623,0.3845962584018707,-0.001645902986638248,-0.0730399489402771,0.013208005577325821,0.02487986907362938,-0.36864230036735535,0.01801210828125477
48,zero_action,0,none,50,0,0,0,,-1,1.6415064334869385,0.5797346234321594,0.03152646869421005,0.09999990463256836,-1.6388672590255737,0.09304486215114594,-4.5102008239261693e-10,-0.017862552776932716,0.13125932216644287,0.38230666518211365,0.00037680903915315866,-0.07772573083639145,0.01598910428583622,0.02318635955452919,-0.3959546685218811,0.018106479197740555
49,zero_action,0,none,51,0,0,0,,-1,1.6411781311035156,0.5469613671302795,0.03338713198900223,0.09999991208314896,-1.6385395526885986,0.09302625805139542,-4.509898288151959e-10,-0.019971618428826332,0.14007551968097687,0.3792555332183838,-0.004299120046198368,-0.08247672021389008,0.01887640543282032,0.022278590127825737,-0.41740652918815613,0.018748611211776733
50,zero_action,0,none,52,0,0,0,,-1,1.6408494710922241,0.514194667339325,0.03524742275476456,0.09999991953372955,-1.6382113695144653,0.0930076390504837,3.853458352409689e-08,-0.022347955033183098,0.14997126162052155,0.37602001428604126,-0.004986466374248266,-0.08708001673221588,0.020897718146443367,0.019622212275862694,-0.44471970200538635,0.02022102102637291
51,zero_action,0,none,53,0,0,0,,-1,1.6405216455459595,0.48143455386161804,0.03710734099149704,0.09999991953372955,-1.6378841400146484,0.09298905730247498,-4.509914663941572e-10,-0.024881919845938683,0.16058474779129028,0.37183934450149536,-0.004213402047753334,-0.09196507930755615,0.02303137630224228,0.016719290986657143,-0.47639837861061096,0.02205599658191204
52,zero_action,0,none,54,0,0,0,,-1,1.6401935815811157,0.44868096709251404,0.038966890424489975,0.09999993443489075,-1.637556552886963,0.09297045320272446,3.680172255826619e-08,-0.02757778950035572,0.17160221934318542,0.3671607971191406,-0.00460035540163517,-0.09761600941419601,0.026384010910987854,0.014085323549807072,-0.5086662173271179,0.02352520450949669
53,zero_action,0,none,55,0,0,0,,-1,1.639865756034851,0.4159339368343353,0.040826067328453064,0.09999993443489075,-1.6372292041778564,0.09295185655355453,3.8534594182237925e-08,-0.030457735061645508,0.18301331996917725,0.36184337735176086,-0.006837689783424139,-0.10380793362855911,0.03048601560294628,0.011488944292068481,-0.5411703586578369,0.02522238716483116
54,zero_action,0,none,56,0,0,0,,-1,1.6395375728607178,0.3831934332847595,0.04268487170338631,0.09999993443489075,-1.636901617050171,0.09293326735496521,-4.5101128387514677e-10,-0.03358560800552368,0.19517822563648224,0.35552752017974854,-0.008093570359051228,-0.11015975475311279,0.03470756486058235,0.007930722087621689,-0.5777115821838379,0.027640489861369133
55,zero_action,0,none,57,0,0,0,,-1,1.639209270477295,0.3504595160484314,0.0445433035492897,0.09999994188547134,-1.6365737915039062,0.0929146334528923,3.853457641866953e-08,-0.03691678121685982,0.2079981118440628,0.3480711877346039,-0.009031358174979687,-0.11698643863201141,0.03956584632396698,0.003974877297878265,-0.6178204417228699,0.03062506951391697
56,zero_action,0,none,58,0,0,0,,-1,1.6388814449310303,0.3177321255207062,0.046401362866163254,0.09999994188547134,-1.6362465620040894,0.09289602935314178,-4.509896345261666e-10,-0.040458936244249344,0.2214105725288391,0.33952605724334717,-0.010751784779131413,-0.12434542179107666,0.04504283890128136,-4.986593557987362e-05,-0.6598219275474548,0.035675399005413055
57,zero_action,0,none,59,0,0,0,,-1,1.6385536193847656,0.28501129150390625,0.04825904965400696,0.09999995678663254,-1.635919213294983,0.09287746250629425,3.680173321640723e-08,-0.04424865171313286,0.23535895347595215,0.33006995916366577,-0.0165261197835207,-0.1325150430202484,0.052771978080272675,-0.003518759971484542,-0.6998128890991211,0.04268471524119377
58,zero_action,0,none,60,0,0,0,,-1,1.6382256746292114,0.2522970139980316,0.050116367638111115,0.09999995678663254,-1.6355918645858765,0.09285889565944672,3.8534597734951603e-08,-0.048641156405210495,0.24472977221012115,0.3259660005569458,-0.0484575591981411,-0.1429453045129776,0.06332635134458542,-0.004076872020959854,-0.6987646818161011,0.04618255794048309
59,zero_action,0,none,61,0,0,0,,-1,1.6378978490829468,0.2195892632007599,0.051973313093185425,0.09999995678663254,-1.63526451587677,0.09284032136201859,2.410864112789568e-07,-0.053706180304288864,0.2549196183681488,0.32320114970207214,-0.09200282394886017,-0.15259093046188354,0.07840026170015335,-0.0058464910835027695,-0.6849603056907654,0.047211866825819016
60,zero_action,0,none,62,1,0,0,left_ankle_pitch_link,5,1.6375700235366821,0.18688806891441345,0.05382988601922989,0.09999995678663254,-1.6349371671676636,0.09282176196575165,2.410864112789568e-07,-0.058814965188503265,0.2647983431816101,0.31740397214889526,-0.1341364085674286,-0.16083188354969025,0.0963263139128685,-0.0057352143339812756,-0.6799852848052979,0.04718971252441406
61,zero_action,0,none,63,1,0,0,left_ankle_pitch_link,5,0.9929273128509521,0.1670815795660019,0.05364379286766052,0.10799674689769745,0.09113451838493347,-0.1986057311296463,0.9685840010643005,-0.06449336558580399,0.2762424945831299,0.30972278118133545,-0.16581028699874878,-0.16732698678970337,0.11767580360174179,-0.008209762163460255,-0.6895533204078674,0.04522855579853058
62,zero_action,0,none,64,1,0,0,left_ankle_pitch_link,5,0.8025251030921936,0.16890405118465424,0.04967217519879341,0.12491375207901001,0.0911162793636322,-0.1985660195350647,0.772214949131012,-0.0706564262509346,0.28849342465400696,0.30013447999954224,-0.2047942578792572,-0.17206434905529022,0.14013078808784485,-0.0118427574634552,-0.6988081932067871,0.045983970165252686
63,zero_action,0,none,65,1,0,0,left_ankle_pitch_link,5,0.6159182190895081,0.17072613537311554,0.04570135474205017,0.1379038691520691,0.09109804779291153,-0.1985263228416443,0.5758851170539856,-0.07757043093442917,0.3013610243797302,0.2906917631626129,-0.2540830075740814,-0.175624281167984,0.16431955993175507,-0.016573335975408554,-0.6985598802566528,0.04707426577806473
64,zero_action,0,none,66,1,0,0,left_ankle_pitch_link,5,0.43793201446533203,0.1725478619337082,0.041731324046850204,0.14696788787841797,0.09107983857393265,-0.19848662614822388,0.37959447503089905,-0.08482541143894196,0.3135087490081787,0.28027647733688354,-0.30453047156333923,-0.17718663811683655,0.18915529549121857,-0.022456636652350426,-0.698253333568573,0.0487954206764698
65,zero_action,0,none,67,1,0,0,left_ankle_pitch_link,5,0.2851106524467468,0.1743692308664322,0.03776208683848381,0.15210658311843872,0.09106162935495377,-0.19844692945480347,0.1833430677652359,-0.09260526299476624,0.3262275457382202,0.2678137719631195,-0.35993462800979614,-0.1758824586868286,0.2141829878091812,-0.03069990687072277,-0.6985581517219543,0.05272144079208374
66,zero_action,0,none,68,1,0,0,left_ankle_pitch_link,5,0.21867771446704865,0.17619024217128754,0.03379364311695099,0.15332072973251343,0.09104342013597488,-0.19840723276138306,-0.012869087047874928,-0.10079556703567505,0.3389967978000641,0.2538917064666748,-0.41903477907180786,-0.17206627130508423,0.24007189273834229,-0.0400707982480526,-0.6982892155647278,0.057258475571870804
67,zero_action,0,none,69,1,0,0,left_ankle_pitch_link,5,0.3022148609161377,0.17801089584827423,0.029825996607542038,0.15061111748218536,0.091025210916996,-0.19836753606796265,-0.20904198288917542,-0.10922349989414215,0.35176530480384827,0.23787079751491547,-0.48286718130111694,-0.16527460515499115,0.26675939559936523,-0.05010770261287689,-0.69826340675354,0.06321323662996292
68,zero_action,0,none,70,1,0,0,left_ankle_pitch_link,5,0.4601994454860687,0.17983116209506989,0.02585914172232151,0.143978551030159,0.09100700169801712,-0.19832783937454224,-0.40517565608024597,-0.1178201362490654,0.3644382357597351,0.21965762972831726,-0.5515084862709045,-0.15536636114120483,0.2934214174747467,-0.06104571372270584,-0.6982110142707825,0.07094202935695648
69,zero_action,0,none,71,1,0,0,left_ankle_pitch_link,5,0.6396271586418152,0.1816510707139969,0.021893080323934555,0.1334238052368164,0.09098879247903824,-0.19828815758228302,-0.6012700796127319,-0.12646904587745667,0.37686172127723694,0.19905558228492737,-0.624833345413208,-0.1424248069524765,0.31881630420684814,-0.07367845624685287,-0.6981643438339233,0.08166615664958954
70,zero_action,0,none,72,1,0,0,left_ankle_pitch_link,5,0.8266229033470154,0.18347062170505524,0.017927812412381172,0.11894765496253967,0.09097058326005936,-0.19824852049350739,-0.7973251342773438,-0.13505686819553375,0.3889646828174591,0.17595452070236206,-0.7026243209838867,-0.12688374519348145,0.3419049382209778,-0.08856765925884247,-0.6976189017295837,0.09751137346029282
71,zero_action,0,none,73,1,0,0,left_ankle_pitch_link,5,1.0169984102249146,0.18528981506824493,0.013963337056338787,0.10055089741945267,0.09095237404108047,-0.19820888340473175,-0.9933410882949829,-0.14320024847984314,0.4003896713256836,0.15055052936077118,-0.786780834197998,-0.10980274528265,0.36245599389076233,-0.10428576171398163,-0.6921356320381165,0.11544078588485718
72,zero_action,0,none,74,1,0,0,left_ankle_pitch_link,5,0.2153843343257904,0.18370160460472107,0.01036880910396576,0.10217009484767914,-0.08070489019155502,-0.1795719712972641,0.087355837225914,-0.15073631703853607,0.41123390197753906,0.12288328260183334,-0.8776261210441589,-0.09131468832492828,0.3811491131782532,-0.11713763326406479,-0.6817457675933838,0.13075801730155945
73,zero_action,0,none,75,1,0,0,left_ankle_pitch_link,5,0.2249208241701126,0.182087704539299,0.006777819711714983,0.10146474093198776,-0.08068873733282089,-0.17953602969646454,-0.10883710533380508,-0.15646445751190186,0.4192811846733093,0.10269120335578918,-0.9585168957710266,-0.08774776756763458,0.38852986693382263,-0.1240164116024971,-0.6836643218994141,0.11038529127836227
74,zero_action,0,none,76,1,0,0,left_ankle_pitch_link,5,0.19416001439094543,0.18061195313930511,0.0031726695597171783,0.09999996423721313,-0.07157432287931442,-0.18048608303070068,1.0723090859698914e-08,-0.1605028361082077,0.42412126064300537,0.10167521983385086,-1.0244969129562378,-0.10722091048955917,0.3905141353607178,-0.1236279308795929,-0.6831580996513367,0.09285306185483932
75,zero_action,0,none,77,1,0,0,left_ankle_pitch_link,5,0.19412116706371307,0.17918027937412262,-0.0004364509368315339,0.09999996423721313,-0.07156001031398773,-0.180449977517128,1.0721723953110995e-08,-0.16532619297504425,0.43140316009521484,0.10108759254217148,-1.1194711923599243,-0.12662583589553833,0.4006299674510956,-0.11923545598983765,-0.6362814903259277,0.10144554078578949
