step,mode,term_reason,term_reason_name,episode_length,ball_contact,ball_blocked,goal_conceded,contact_body_name,contact_body_idx,ball_speed,ball_shot_level,ball_pos_x,ball_pos_y,ball_pos_z,ball_lin_vel_x,ball_lin_vel_y,ball_lin_vel_z,base_pos_x,base_pos_y,base_pos_z,base_rpy_x,base_rpy_y,base_rpy_z,dof_pos_0_x,dof_pos_0_y,dof_pos_0_z
0,scripted_block,0,none,2,0,0,0,,-1,2.235886812210083,1,1.9634946584701538,-0.17444632947444916,0.3186185359954834,-2.2227909564971924,0.15214304625988007,-0.1877303272485733,0.0017755695153027773,0.0002583470777608454,0.4223489463329315,0.0028131473809480667,-0.005913765635341406,0.00025741031276993454,0.013926045037806034,-0.002616780810058117,0.0009124174830503762
1,scripted_block,0,none,3,0,0,0,,-1,2.2603797912597656,1,1.9190443754196167,-0.17140384018421173,0.31241217255592346,-2.222346544265747,0.15211258828639984,-0.3838682472705841,0.0018786292057484388,0.00042835684143938124,0.43476682901382446,0.002309694653376937,-0.003984903916716576,0.0004918605554848909,0.011983131058514118,-0.004285501781851053,-0.000776455330196768
2,scripted_block,0,none,4,0,0,0,,-1,2.301377773284912,1,1.874603033065796,-0.16836197674274445,0.30228352546691895,-2.2219021320343018,0.1520821899175644,-0.5799669027328491,0.0015592294512316585,0.0005164248868823051,0.44319915771484375,0.0010629897005856037,-0.000679888587910682,0.0007102920208126307,0.006985255517065525,-0.004558885935693979,-0.0012622514041140676
3,scripted_block,0,none,5,0,0,0,,-1,2.3580100536346436,1,1.8301705121994019,-0.16532070934772491,0.28823336958885193,-2.2214577198028564,0.15205179154872894,-0.7760262489318848,0.0010241130366921425,0.0005425521521829069,0.447676420211792,-0.000546190538443625,0.0027789536397904158,0.0008954484947025776,0.001654009334743023,-0.004052699077874422,-0.0007916212198324502
4,scripted_block,0,none,6,0,0,0,,-1,2.429173707962036,1,1.7857469320297241,-0.16228005290031433,0.27026253938674927,-2.221013307571411,0.1520213931798935,-0.972046434879303,0.00039119040593504906,0.0005243119667284191,0.4482119679450989,-0.0022113656159490347,0.0058557516895234585,0.0009951700922101736,-0.0029199656564742327,-0.003245793515816331,-8.526767487637699e-05
5,scripted_block,0,none,7,0,0,0,,-1,2.5136260986328125,1,1.7413322925567627,-0.1592400074005127,0.24837179481983185,-2.220568895339966,0.15199099481105804,-1.1680275201797485,-0.00028116267640143633,0.00047546453424729407,0.44481366872787476,-0.0037318153772503138,0.00837097130715847,0.0010282527655363083,-0.006974066141992807,-0.002454428467899561,0.0003074397682212293
6,scripted_block,0,none,8,0,0,0,,-1,2.6100683212280273,1,1.696926474571228,-0.1562005579471588,0.22256191074848175,-2.2201244831085205,0.1519605964422226,-1.3639692068099976,-0.0008773203007876873,0.00040642503881826997,0.4374786913394928,-0.005003827624022961,0.010002718307077885,0.0010167229920625687,-0.009567582979798317,-0.0018509633373469114,0.0006567006348632276
7,scripted_block,0,none,9,0,0,0,,-1,2.7172160148620605,1,1.6525295972824097,-0.15316173434257507,0.19283367693424225,-2.219680070877075,0.15193019807338715,-1.559871792793274,-0.0013357638381421566,0.0003237115452066064,0.4262070059776306,-0.006021476816385984,0.010668893344700336,0.0009718267829157412,-0.010335862636566162,-0.0014714447315782309,0.000888621318154037
8,scripted_block,0,none,10,0,0,0,,-1,2.8338463306427,1,1.6081416606903076,-0.1501235067844391,0.15918788313865662,-2.21923565864563,0.1518997997045517,-1.755735158920288,-0.0016343911411240697,0.0002313223376404494,0.4110005795955658,-0.006831006612628698,0.01044774241745472,0.0009169090772047639,-0.00933706946671009,-0.0012867830228060484,0.0009654253371991217
9,scripted_block,0,none,11,0,0,0,,-1,2.958832025527954,1,1.5637624263763428,-0.14708589017391205,0.12162532657384872,-2.218792200088501,0.15186940133571625,-1.95155930519104,-0.0013774203835055232,0.0006681033410131931,0.41032862663269043,-0.000397437164792791,0.007606863509863615,0.000502175884321332,-0.007023561745882034,-0.013032049871981144,0.0028753220103681087
10,scripted_block,0,none,12,0,0,0,,-1,1.6092725992202759,1,1.5259840488433838,-0.14450007677078247,0.10242465883493423,-1.5490412712097168,0.1060270294547081,0.42306938767433167,-0.0009740671957843006,0.0007775190751999617,0.4119104743003845,-0.005797919351607561,0.006268233526498079,0.00041140729445032775,-0.006179558113217354,-0.013756503351032734,0.0026418683119118214
11,scripted_block,0,none,13,0,0,0,,-1,1.5688365697860718,1,1.495007038116455,-0.14237980544567108,0.10843273997306824,-1.5487313270568848,0.10600581020116806,0.2268092781305313,-0.0006597333122044802,0.0008051552576944232,0.4094752073287964,-0.010539227165281773,0.006084595341235399,0.0002942878636531532,-0.006236846558749676,-0.014246389269828796,0.0017922583501785994
12,scripted_block,0,none,14,0,0,0,,-1,1.5523457527160645,1,1.464036226272583,-0.14025995135307312,0.11051610112190247,-1.5484213829040527,0.10598461329936981,0.0305884201079607,-0.00018528848886489868,0.0012156822485849261,0.40848612785339355,-0.0012361811241135001,0.00483564892783761,0.0006107140216045082,-0.0034862167667597532,-0.02573454938828945,0.0023632545489817858
13,scripted_block,0,none,15,0,0,0,,-1,1.560544490814209,1,1.4330716133117676,-0.13814052939414978,0.10867553949356079,-1.5481116771697998,0.10596342384815216,-0.16559317708015442,0.00025880930479615927,0.001409425982274115,0.40836673974990845,-0.00024229177506640553,0.0036278271581977606,0.001125472248531878,-0.0010683083673939109,-0.027306033298373222,0.0026480823289602995
14,scripted_block,0,none,16,0,0,0,,-1,1.5930373668670654,1,1.4021131992340088,-0.13602152466773987,0.10291183739900589,-1.547802209854126,0.10594223439693451,-0.3617355525493622,0.001981699373573065,0.0015947221545502543,0.4083350598812103,-0.0001970850717043504,-0.004245368298143148,0.0016725595341995358,0.011665905825793743,-0.027884215116500854,0.00635975506156683
