step,mode,term_reason,term_reason_name,episode_length,ball_contact,ball_blocked,goal_conceded,contact_body_name,contact_body_idx,ball_speed,ball_pos_x,ball_pos_y,ball_pos_z,ball_lin_vel_x,ball_lin_vel_y,ball_lin_vel_z,base_pos_x,base_pos_y,base_pos_z,base_rpy_x,base_rpy_y,base_rpy_z,dof_pos_0_x,dof_pos_0_y,dof_pos_0_z
10,random_small,0,none,12,0,0,0,,-1,2.9438154697418213,2.0719926357269287,0.01557331532239914,0.1892731785774231,-1.7292115688323975,0.05027870833873749,-2.3818793296813965,0.0003553774440661073,0.0011686605866998434,0.41032007336616516,-0.002444490324705839,0.003849332919344306,0.004399200435727835,-0.0028870843816548586,-0.01580931805074215,0.0009350585751235485
11,random_small,0,none,13,0,0,0,,-1,3.1040968894958496,2.037412643432617,0.016578763723373413,0.13918927311897278,-1.7288658618927002,0.05026865005493164,-2.5775787830352783,0.0006888959323987365,0.001640108646824956,0.40831851959228516,0.0006027484778314829,0.0029689637012779713,0.005832621827721596,-0.0002253541606478393,-0.02289632149040699,0.0042386651039123535
12,random_small,0,none,14,0,0,0,,-1,0.301299124956131,2.0127172470092773,0.017296815291047096,0.10416430979967117,-0.1481596678495407,0.004307902883738279,0.2623191177845001,0.0007392967818304896,0.0021555819548666477,0.4083639681339264,7.506003021262586e-05,0.0031293847132474184,0.003546009073033929,0.00010090747673530132,-0.023790091276168823,0.006638425402343273
13,random_small,0,none,15,0,0,0,,-1,0.1622624546289444,2.009754180908203,0.017382962629199028,0.10695777833461761,-0.14813004434108734,0.004307040479034185,0.06609116494655609,0.0009795821970328689,0.002786176046356559,0.4083438813686371,8.109274494927377e-05,0.0021541062742471695,0.0017253297846764326,0.0022128894925117493,-0.025568613782525063,0.009140143170952797
14,random_small,0,none,16,0,0,0,,-1,0.19717414677143097,2.0067920684814453,0.017469091340899467,0.10582718998193741,-0.14810042083263397,0.004306179005652666,-0.13009752333164215,0.0011037804652005434,0.003442856017500162,0.4083266258239746,5.851893001818098e-05,0.0016251797787845135,0.0015600256156176329,0.0031384374015033245,-0.027394918724894524,0.009605525061488152
15,random_small,0,none,17,0,0,0,,-1,0.35830241441726685,2.0038304328918457,0.017555205151438713,0.10077330470085144,-0.1480707973241806,0.004305318463593721,-0.3262470066547394,0.0009366186568513513,0.004168282262980938,0.408308744430542,3.9190279494505376e-05,0.0021764610428363085,0.0015288385329768062,0.0021211872808635235,-0.029416335746645927,0.009303967468440533
16,random_small,0,none,18,0,0,0,,-1,0.6182246804237366,1.9934900999069214,0.017855864018201828,0.09999972581863403,-0.6179635524749756,0.017967956140637398,-2.509180774268316e-07,0.0009232712909579277,0.0049966019578278065,0.40828192234039307,4.825756695936434e-05,0.0017281270120292902,-7.730485231149942e-05,0.002912889001891017,-0.03176083043217659,0.011151148937642574
17,random_small,0,none,19,0,0,0,,-1,0.7946591377258301,1.9789263010025024,0.018279321491718292,0.09999972581863403,-0.7943234443664551,0.023095808923244476,-1.6901468313790247e-07,0.0009589418768882751,0.005850163288414478,0.4082525372505188,4.4889085984323174e-05,0.0008561603026464581,0.0016971302684396505,0.003496634541079402,-0.03416120633482933,0.009574390947818756
18,random_small,0,none,20,0,0,0,,-1,0.9710583686828613,1.9608358144760132,0.018805325031280518,0.09999973326921463,-0.9706481695175171,0.028222640976309776,-4.4557801004430075e-08,0.0011310239788144827,0.006768325809389353,0.4082155227661133,8.887468720786273e-05,-0.0008952728239819407,0.00711914012208581,0.004561446141451597,-0.03679725155234337,0.004534828942269087
19,random_small,0,none,21,0,0,0,,-1,1.147421956062317,1.9392191171646118,0.019433852285146713,0.09999972581863403,-1.1469372510910034,0.033348437398672104,-4.071543102668329e-08,0.0013540817890316248,0.007828370667994022,0.4081704020500183,0.0001286182668991387,-0.0031742469873279333,0.011550692841410637,0.006531280465424061,-0.0398285873234272,0.0007884253282099962
20,random_small,0,none,22,0,0,0,,-1,1.2332035303115845,1.914775013923645,0.020144589245319366,0.09999972581863403,-1.2326825857162476,0.03584156930446625,-4.4731968129596567e-10,0.0014772505965083838,0.008955301716923714,0.40812036395072937,0.00011461628309916705,-0.005173090845346451,0.012907941825687885,0.008664469234645367,-0.042989496141672134,0.00015450399951077998
21,random_small,0,none,23,0,0,0,,-1,1.2329561710357666,1.8901244401931763,0.02086133137345314,0.09999973326921463,-1.2324353456497192,0.03583439439535141,1.5541409825736707e-10,0.0012863122392445803,0.010246633552014828,0.40806299448013306,0.00010181101242778823,-0.005695901345461607,0.01310149859637022,0.008637663908302784,-0.046621691435575485,-3.341366755194031e-05
22,random_small,0,none,24,0,0,0,,-1,1.2327096462249756,1.8654788732528687,0.021577930077910423,0.09999973326921463,-1.2321889400482178,0.03582722321152687,-4.5099776690982196e-10,0.000998953590169549,0.011687408201396465,0.40799739956855774,6.752438639523461e-05,-0.005654702894389629,0.012667695060372353,0.007924375124275684,-0.05065504461526871,0.00017613130330573767
23,random_small,0,none,25,0,0,0,,-1,1.232463002204895,1.8408381938934326,0.022294385358691216,0.09999974071979523,-1.2319424152374268,0.03582005575299263,-2.1837116559453307e-09,0.0008202659664675593,0.01331857405602932,0.4079139232635498,1.570923086546827e-05,-0.006259865593165159,0.008578900247812271,0.008911053650081158,-0.05519965663552284,0.004574199207127094
24,random_small,0,none,26,0,0,0,,-1,1.232216238975525,1.8162024021148682,0.023010695353150368,0.09999974071979523,-1.2316956520080566,0.03581288456916809,-4.5103093482268264e-10,0.0007111002923920751,0.015233159065246582,0.40780553221702576,-3.044956611120142e-05,-0.007043001241981983,0.0008449344313703477,0.010953359305858612,-0.06055288761854172,0.012909507378935814
25,random_small,0,none,27,0,0,0,,-1,1.231969952583313,1.7915716171264648,0.02372686378657818,0.09999974817037582,-1.2314494848251343,0.03580572083592415,3.853456931324217e-08,0.0007580236997455359,0.01740732416510582,0.4076666831970215,-6.986981316003948e-05,-0.008763083256781101,-0.0010932127479463816,0.013166607357561588,-0.06665555387735367,0.015546312555670738
26,random_small,0,none,28,0,0,0,,-1,1.2317230701446533,1.766945719718933,0.0244428887963295,0.09999974817037582,-1.2312027215957642,0.03579854220151901,1.541535343818623e-09,0.0008457432268187404,0.019801143556833267,0.4074980914592743,-0.00010157233919017017,-0.010718170553445816,-0.0035049249418079853,0.015795044600963593,-0.07339552789926529,0.01878746971487999
27,random_small,0,none,29,0,0,0,,-1,1.2314770221710205,1.742324709892273,0.025158770382404327,0.09999974817037582,-1.230956792831421,0.03579137846827507,1.5415275722574506e-09,0.0010126263368874788,0.02242410182952881,0.4072949290275574,-0.00014775902673136443,-0.012817560695111752,-0.007421369198709726,0.018999984487891197,-0.08078506588935852,0.023661600425839424
28,random_small,0,none,30,0,0,0,,-1,1.2312307357788086,1.717708706855774,0.025874508544802666,0.09999975562095642,-1.2307106256484985,0.03578421473503113,-4.5098122458675505e-10,0.0012209857814013958,0.025313012301921844,0.4070475399494171,-0.00018569368694443256,-0.01515047624707222,-0.009885724633932114,0.022227371111512184,-0.08894484490156174,0.027097385376691818
29,random_small,0,none,31,0,0,0,,-1,1.2309848070144653,1.6930975914001465,0.026590103283524513,0.09999975562095642,-1.2304648160934448,0.03577706217765808,-4.510030127136133e-10,0.001481293817050755,0.028576821088790894,0.4067380130290985,-0.00020345980010461062,-0.018009109422564507,-0.009541871957480907,0.025593338534235954,-0.0981949046254158,0.027797749266028404
30,random_small,0,none,32,0,0,0,,-1,1.2307384014129639,1.6684913635253906,0.02730555459856987,0.09999976307153702,-1.230218529701233,0.03576990216970444,1.554359696509522e-10,0.0018253813032060862,0.032276540994644165,0.4063498377799988,-0.00022239657118916512,-0.021499818190932274,-0.005570697598159313,0.02924192138016224,-0.10867450386285782,0.025004154071211815
31,random_small,0,none,33,0,0,0,,-1,1.2304922342300415,1.6438900232315063,0.028020862489938736,0.09999976307153702,-1.2299724817276,0.03576275333762169,-4.5101480883324996e-10,0.0019099123310297728,0.0364728681743145,0.40586650371551514,-0.00025002373149618506,-0.023463496938347816,-0.006378678139299154,0.031373847275972366,-0.12056997418403625,0.026422372087836266
32,random_small,0,none,34,0,0,0,,-1,1.2302463054656982,1.6192936897277832,0.02873602882027626,0.09999977797269821,-1.2297265529632568,0.03575560823082924,3.680170124198412e-08,0.0017918105004355311,0.04118514806032181,0.40526819229125977,-0.0003052971151191741,-0.024570439010858536,-0.007302753161638975,0.03205018490552902,-0.13389834761619568,0.02750709280371666
33,random_small,0,none,35,0,0,0,,-1,1.2300000190734863,1.5947022438049316,0.029451051726937294,0.09999977797269821,-1.2294803857803345,0.035748448222875595,3.853458352409689e-08,0.001596587710082531,0.04643986374139786,0.4045238196849823,-0.0003264893894083798,-0.025769956409931183,-0.005777410697191954,0.03228478878736496,-0.14881446957588196,0.02608371712267399
34,random_small,0,none,36,0,0,0,,-1,1.229753851890564,1.5701156854629517,0.030165931209921837,0.09999978542327881,-1.2292343378067017,0.03574129939079285,7.752027642027315e-08,0.0013275699457153678,0.05226729437708855,0.4036058485507965,-0.0003650602011475712,-0.027126183733344078,-0.003121399087831378,0.032360758632421494,-0.16537384688854218,0.02355659008026123
35,random_small,0,none,37,0,0,0,,-1,1.229507565498352,1.5455340147018433,0.030880669131875038,0.09999977797269821,-1.2289881706237793,0.0357341431081295,-4.510126161427763e-10,0.0008933242643252015,0.058697398751974106,0.4024783968925476,-0.00042001871042884886,-0.02784804068505764,-0.0019045943627133965,0.03154212608933449,-0.1836862862110138,0.02222396992146969
36,random_small,0,none,38,0,0,0,,-1,1.2292616367340088,1.520957350730896,0.03159525990486145,0.09999977797269821,-1.2287423610687256,0.035726986825466156,-4.51021303637944e-10,0.0004396696458570659,0.06546200811862946,0.40128228068351746,0.00405876524746418,-0.028770890086889267,-0.0012053039390593767,0.030724603682756424,-0.20686526596546173,0.021191181614995003
37,random_small,0,none,39,0,0,0,,-1,1.2290159463882446,1.4963855743408203,0.03230971097946167,0.09999978542327881,-1.228496789932251,0.035719841718673706,-4.5102402368435435e-10,0.00031379974097944796,0.07084393501281738,0.40086716413497925,0.009822127409279346,-0.03276583552360535,0.005785331595689058,0.03376731276512146,-0.22534075379371643,0.014378398656845093
38,random_small,0,none,40,0,0,0,,-1,1.22877037525177,1.4718186855316162,0.03302402049303055,0.09999978542327881,-1.2282512187957764,0.035712700337171555,-4.51021303637944e-10,-6.245092663448304e-05,0.07556778937578201,0.39956724643707275,0.00717834522947669,-0.03472958505153656,0.00887057464569807,0.03443324565887451,-0.23720908164978027,0.012106380425393581
39,random_small,0,none,41,0,0,0,,-1,1.2285245656967163,1.4472568035125732,0.033738184720277786,0.0999997928738594,-1.2280055284500122,0.0357055589556694,1.554171791262604e-10,-0.000790763704571873,0.0799255520105362,0.3978191614151001,-0.0010291821090504527,-0.03432846814393997,0.008402721956372261,0.032382506877183914,-0.24391256272792816,0.01286160759627819
40,random_small,0,none,42,0,0,0,,-1,1.228278636932373,1.4226996898651123,0.03445220738649368,0.0999997928738594,-1.2277597188949585,0.03569842502474785,-4.510134488100448e-10,-0.0016283850418403745,0.08567893505096436,0.39639532566070557,-0.0005004842532798648,-0.034070804715156555,0.010126597248017788,0.02958209440112114,-0.26112961769104004,0.01071595773100853
41,random_small,0,none,43,0,0,0,,-1,1.2280329465866089,1.3981475830078125,0.03516608476638794,0.0999998077750206,-1.2275141477584839,0.03569130599498749,3.680173676912091e-08,-0.002616763347759843,0.09246335923671722,0.39451053738594055,-0.0006151505513116717,-0.033211056143045425,0.011683573015034199,0.02608615718781948,-0.28084486722946167,0.008822700008749962
42,random_small,0,none,44,0,0,0,,-1,1.2277870178222656,1.3736003637313843,0.035879820585250854,0.0999998077750206,-1.2272683382034302,0.03568416088819504,3.853457997138321e-08,-0.0036947603803128004,0.10019873827695847,0.3921688199043274,-0.0001300093426834792,-0.031818993389606476,0.010305679403245449,0.02176044136285782,-0.30405178666114807,0.009609797969460487
43,random_small,0,none,45,0,0,0,,-1,1.2275413274765015,1.3490580320358276,0.03659341484308243,0.0999998152256012,-1.2270227670669556,0.035677023231983185,7.752025510399108e-08,-0.004551275167614222,0.10785941034555435,0.38966771960258484,-0.0008398750214837492,-0.0322086401283741,0.009582401253283024,0.019870450720191002,-0.32605090737342834,0.010683062486350536
44,random_small,0,none,46,0,0,0,,-1,1.2272957563400269,1.3245207071304321,0.03730686381459236,0.0999998077750206,-1.2267773151397705,0.03566988557577133,-4.5102921397699447e-10,-0.0055460878647863865,0.11625773459672928,0.3867155909538269,-0.0008346708491444588,-0.03257749229669571,0.010990557260811329,0.01755235716700554,-0.35113203525543213,0.00970070343464613
45,random_small,0,none,47,0,0,0,,-1,1.2270503044128418,1.2999882698059082,0.03802017495036125,0.0999998077750206,-1.2265318632125854,0.03566275164484978,-4.5099993184472e-10,-0.006618428975343704,0.12542496621608734,0.38428109884262085,0.00041946483543142676,-0.03297431766986847,0.01115114800632,0.015040727332234383,-0.3777550458908081,0.00996618065983057
46,random_small,0,none,48,0,0,0,,-1,1.2268046140670776,1.2754607200622559,0.0387333407998085,0.0999998152256012,-1.2262864112854004,0.035655610263347626,-4.5103840107252324e-10,-0.007746784016489983,0.13455148041248322,0.38164228200912476,-0.001365760457701981,-0.03327810391783714,0.010307982563972473,0.012278486043214798,-0.4017525315284729,0.011198197491466999
47,random_small,0,none,49,0,0,0,,-1,1.2265591621398926,1.250938057899475,0.03944636508822441,0.0999998152256012,-1.2260410785675049,0.03564847633242607,-4.5101478107767434e-10,-0.008817978203296661,0.14436659216880798,0.3786555230617523,-0.0014972413191571832,-0.03429362177848816,0.008772661909461021,0.009928818792104721,-0.4291021525859833,0.013242355547845364
48,random_small,0,none,50,0,0,0,,-1,1.2263141870498657,1.226420283317566,0.04015924409031868,0.0999998226761818,-1.225796103477478,0.035641346126794815,-2.1835635521938457e-09,-0.00974281132221222,0.15471765398979187,0.3749893009662628,-0.0009258148493245244,-0.03766484186053276,0.013136515393853188,0.010843293741345406,-0.4594558775424957,0.010668070986866951
49,random_small,0,none,51,0,0,0,,-1,1.2260689735412598,1.2019075155258179,0.04087198153138161,0.0999998226761818,-1.2255510091781616,0.035634227097034454,-2.1835582231233275e-09,-0.010828575119376183,0.16546665132045746,0.37088730931282043,-0.0013399685267359018,-0.040593091398477554,0.015780657529830933,0.010700556449592113,-0.4903249740600586,0.009569753892719746
50,random_small,0,none,52,0,0,0,,-1,1.2258236408233643,1.1773995161056519,0.04158457741141319,0.09999983012676239,-1.2253057956695557,0.035627104341983795,-1.9104544335402096e-10,-0.01198574248701334,0.17675518989562988,0.3661174774169922,-0.0020129282493144274,-0.04342392459511757,0.015529392287135124,0.009711100719869137,-0.5230081677436829,0.011094923131167889
51,random_small,0,none,53,0,0,0,,-1,1.2255781888961792,1.152896523475647,0.04229702800512314,0.09999983012676239,-1.2250604629516602,0.03561997041106224,-4.5099682322025103e-10,-0.013306180946528912,0.1887666881084442,0.3604772984981537,-0.001956690102815628,-0.046266909688711166,0.015948107466101646,0.008115311153233051,-0.5592573881149292,0.011995983310043812
52,random_small,0,none,54,0,0,0,,-1,1.2253327369689941,1.1283984184265137,0.04300934076309204,0.09999983757734299,-1.2248151302337646,0.035612840205430984,3.853455510238746e-08,-0.014630654826760292,0.20142598450183868,0.3538880944252014,-0.002031616633757949,-0.0496547594666481,0.016870612278580666,0.006876365281641483,-0.5982567667961121,0.012761900201439857
53,random_small,0,none,55,0,0,0,,-1,1.2250878810882568,1.103905200958252,0.043721508234739304,0.09999983757734299,-1.224570393562317,0.035605721175670624,-4.5102441226241297e-10,-0.016169430688023567,0.21464407444000244,0.3462471663951874,-0.002766530029475689,-0.051935646682977676,0.014487574808299541,0.0027677626349031925,-0.6395155787467957,0.01668277382850647
54,random_small,0,none,56,0,0,0,,-1,1.22484290599823,1.0794167518615723,0.044433534145355225,0.09999983757734299,-1.22432541847229,0.03559860959649086,-4.510230522392078e-10,-0.01764393039047718,0.228494793176651,0.3375357687473297,-0.004537248983979225,-0.05596227943897247,0.016334934160113335,0.001129819080233574,-0.6828651428222656,0.01815810799598694
55,random_small,0,none,57,0,0,0,,-1,1.2245972156524658,1.0549333095550537,0.045145414769649506,0.09999985247850418,-1.224079966545105,0.03559147194027901,3.914121649017943e-08,-0.019131125882267952,0.23976483941078186,0.33034828305244446,-0.027287235483527184,-0.06161825731396675,0.020962350070476532,0.0034196344204247,-0.7001283764839172,0.01912711374461651
56,random_small,0,none,58,0,0,0,,-1,1.224352478981018,1.0304547548294067,0.045857157558202744,0.09999985247850418,-1.2238352298736572,0.03558436408638954,3.914119517389736e-08,-0.021002205088734627,0.25017648935317993,0.3290743827819824,-0.05903147533535957,-0.06845816224813461,0.029933035373687744,0.004980981349945068,-0.6926629543304443,0.01912240870296955
57,random_small,0,none,59,0,0,0,,-1,1.2241077423095703,1.0059810876846313,0.04656875506043434,0.09999985247850418,-1.223590612411499,0.03557724505662918,-4.510081474951022e-10,-0.023135552182793617,0.26029083132743835,0.32536590099334717,-0.10185530036687851,-0.07282638549804688,0.0384480245411396,0.006230725906789303,-0.6816891431808472,0.018157608807086945
58,random_small,0,none,60,0,0,0,,-1,1.2238624095916748,0.9815123081207275,0.0472802110016346,0.09999985247850418,-1.223345398902893,0.035570114850997925,-4.510069262497751e-10,-0.025388462468981743,0.2712566554546356,0.3192569315433502,-0.13359738886356354,-0.07636557519435883,0.0499153733253479,0.007995988242328167,-0.6867066621780396,0.015289331786334515
59,random_small,0,none,61,0,0,0,,-1,1.2236177921295166,0.9570484757423401,0.04799152538180351,0.09999985992908478,-1.2231009006500244,0.03556300327181816,-2.183693448287727e-09,-0.02816053107380867,0.28359609842300415,0.31132474541664124,-0.16369886696338654,-0.07791725546121597,0.05973866954445839,0.005696818232536316,-0.6985631585121155,0.0146914878860116
60,random_small,0,none,62,0,0,0,,-1,1.2233731746673584,0.9325894713401794,0.04870269447565079,0.09999985992908478,-1.2228564023971558,0.0355558916926384,-4.510331552687319e-10,-0.031191792339086533,0.29705318808555603,0.3033851087093353,-0.20798201858997345,-0.07958286255598068,0.07059687376022339,0.0038541373796761036,-0.6991066932678223,0.014376852661371231
61,random_small,0,none,63,0,0,0,,-1,1.2231285572052002,0.9081354737281799,0.04941372573375702,0.09999986737966537,-1.2226117849349976,0.03554878383874893,3.853456931324217e-08,-0.03464093804359436,0.3095463514328003,0.2953086793422699,-0.25155797600746155,-0.07999952882528305,0.07787669450044632,-0.0016772940289229155,-0.6982834339141846,0.016947153955698013
62,random_small,0,none,64,0,0,0,,-1,1.222883701324463,0.8836862444877625,0.05012461170554161,0.09999986737966537,-1.2223670482635498,0.03554166853427887,-4.5100678747189704e-10,-0.03842461109161377,0.3229556083679199,0.2853928506374359,-0.2994069755077362,-0.07917355746030807,0.08707606792449951,-0.00752983707934618,-0.69868004322052,0.0188137199729681
63,random_small,0,none,65,0,0,0,,-1,1.2226388454437256,0.8592420220375061,0.05083535611629486,0.09999986737966537,-1.2221224308013916,0.035534560680389404,-4.509888018588981e-10,-0.04216218367218971,0.33666908740997314,0.27444031834602356,-0.35034504532814026,-0.07827553898096085,0.09872069954872131,-0.011484540067613125,-0.6983724236488342,0.019583310931921005
64,random_small,0,none,66,0,0,0,,-1,1.2223941087722778,0.8348025679588318,0.05154595896601677,0.09999988228082657,-1.2218776941299438,0.03552744537591934,3.914121649017943e-08,-0.04624068737030029,0.3507278561592102,0.26176226139068604,-0.40493243932724,-0.07608683407306671,0.10884744673967361,-0.017593754455447197,-0.6983588933944702,0.022228939458727837
65,random_small,0,none,67,0,0,0,,-1,1.222149133682251,0.8103681206703186,0.052256420254707336,0.09999988228082657,-1.2216328382492065,0.03552033379673958,3.914122004289311e-08,-0.05081336945295334,0.36506855487823486,0.24724484980106354,-0.4635390043258667,-0.07222476601600647,0.11682970821857452,-0.026985330507159233,-0.6982834339141846,0.026682838797569275
66,random_small,0,none,68,0,0,0,,-1,1.2219048738479614,0.7859384417533875,0.05296673625707626,0.09999988228082657,-1.2213886976242065,0.03551323711872101,1.554184281271631e-10,-0.05527804419398308,0.37952637672424316,0.23067700862884521,-0.5269346833229065,-0.06747928261756897,0.12741334736347198,-0.03412028029561043,-0.6982378959655762,0.029960529878735542
67,random_small,0,none,69,0,0,0,,-1,1.2216606140136719,0.7615137696266174,0.05367691442370415,0.09999988228082657,-1.2211445569992065,0.035506125539541245,-4.5101086754151254e-10,-0.059790682047605515,0.39398056268692017,0.2118680477142334,-0.5952528119087219,-0.061082176864147186,0.1386982947587967,-0.041070081293582916,-0.6981016993522644,0.03314149007201195
68,random_small,0,none,70,0,0,0,,-1,1.2214165925979614,0.7370938658714294,0.05438694730401039,0.09999988973140717,-1.2209006547927856,0.035499025136232376,3.853460839309264e-08,-0.06424860656261444,0.4082667827606201,0.190591961145401,-0.6683148741722107,-0.053686778992414474,0.1495714634656906,-0.04863307997584343,-0.6980912089347839,0.037691447883844376
69,random_small,0,none,71,0,0,0,,-1,1.2211722135543823,0.7126789689064026,0.055096838623285294,0.09999988973140717,-1.2206562757492065,0.03549191355705261,-4.5100950751830737e-10,-0.06840715557336807,0.42238032817840576,0.16678676009178162,-0.745962917804718,-0.04548775032162666,0.16104017198085785,-0.05266507342457771,-0.697580873966217,0.04167802259325981
70,random_small,0,none,72,0,0,0,,-1,1.2209277153015137,0.6882688403129578,0.055806588381528854,0.09999988973140717,-1.2204118967056274,0.035484813153743744,-4.5100556622656995e-10,-0.07273542135953903,0.4359164237976074,0.1404506415128708,-0.8291926383972168,-0.037144992500543594,0.1679835021495819,-0.06160593777894974,-0.6926339268684387,0.04927538335323334
71,random_small,0,none,73,0,0,0,,-1,1.2206830978393555,0.6638637185096741,0.056516196578741074,0.09999990463256836,-1.2201675176620483,0.035477716475725174,3.914121293746575e-08,-0.07655628770589828,0.44890138506889343,0.11175244301557541,-0.9191551208496094,-0.025492656975984573,0.1789027899503708,-0.06998616456985474,-0.6828066110610962,0.05553308129310608
72,random_small,0,none,74,0,0,0,,-1,1.220439076423645,0.6394633650779724,0.05722566321492195,0.09999990463256836,-1.219923496246338,0.0354706272482872,3.914121649017943e-08,-0.07848423719406128,0.45595550537109375,0.10306216031312943,-0.9838178157806396,-0.023397546261548996,0.18614241480827332,-0.06949181854724884,-0.6869916915893555,0.039772845804691315
73,random_small,0,none,75,0,0,0,,-1,1.220194697380066,0.6150680184364319,0.05793498456478119,0.09999990463256836,-1.2196792364120483,0.035463519394397736,-4.510424533865631e-10,-0.08052700757980347,0.4630054533481598,0.10291710495948792,-1.0640908479690552,-0.027322644367814064,0.18745045363903046,-0.07134798169136047,-0.6528192758560181,0.03887343406677246
74,random_small,0,none,76,0,0,0,,-1,1.219950556755066,0.5906774401664734,0.058644168078899384,0.09999990463256836,-1.219435214996338,0.03545643389225006,-4.5098355605510676e-10,-0.08310990780591965,0.47249311208724976,0.10327231884002686,-1.1711325645446777,-0.033302389085292816,0.18944089114665985,-0.07163533568382263,-0.57773357629776,0.03741130977869034
75,random_small,3,base_env,77,0,0,0,,-1,1.2197062969207764,0.566291868686676,0.05935320630669594,0.09999991208314896,-1.219191074371338,0.03544933721423149,-2.1837303076921444e-09,-0.08585821092128754,0.4843153655529022,0.10317640751600266,-1.302889347076416,-0.03865412622690201,0.1955803781747818,-0.06687690317630768,-0.46766653656959534,0.03382168710231781
