reset_id,frame,root_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_lin_vel_norm,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z,root_ang_vel_norm,left_foot_z,right_foot_z,left_foot_vz,right_foot_vz,max_dof_vel,max_torque,max_contact_force,max_contact_body,foot_contact_l,foot_contact_r,projected_g_z,before_sim_vz,before_sim_lin_vel_norm,before_sim_ang_vel_norm,before_sim_dof_vel_max
0,0,0.38754722476005554,-0.16985955834388733,-0.12996822595596313,0.9935823678970337,1.0163414478302002,0.0073786708526313305,-0.3669976592063904,-0.016895998269319534,0.3674604594707489,0.009311530739068985,0.00900665670633316,0.9968743920326233,0.9949877262115479,1.4830223321914673,1.7934539318084717,97.06419372558594,12,69.15586853027344,97.06419372558594,-0.9999797344207764,-0.2231571525335312,0.3474925756454468,0.24372398853302002,0.0
0,1,0.4071694016456604,-0.16692326962947845,-0.08082113415002823,0.972671389579773,0.9901944398880005,0.19176116585731506,-0.4755479693412781,0.02314535528421402,0.5132776498794556,0.02908153459429741,0.028577152639627457,1.0170944929122925,1.00222647190094,3.734811782836914,1.5574829578399658,54.18288040161133,12,43.18828582763672,54.18288040161133,-0.9998884201049805,,,,
0,2,0.4241325259208679,-0.20575831830501556,-0.05276056379079819,0.7729209661483765,0.8015777468681335,0.5260664224624634,-0.36692729592323303,1.6947335004806519,1.8120439052581787,0.046203069388866425,0.04502183943986893,0.8370528221130371,0.7922458052635193,18.002504348754883,18.035381317138672,0.0,0,0.0,0.0,-0.9996955990791321,,,,
0,3,0.43714624643325806,-0.23845171928405762,-0.15366685390472412,0.5733106732368469,0.6396545171737671,0.4573375880718231,-0.3135993480682373,12.737693786621094,12.74975872039795,0.059479720890522,0.057747893035411835,0.4094299077987671,0.6355072259902954,31.413354873657227,36.0,0.0,0,0.0,0.0,-0.9992994070053101,,,,
0,4,0.4463181495666504,-0.17005358636379242,-0.14773689210414886,0.37260299921035767,0.435404896736145,0.7432646155357361,-0.807274341583252,13.394746780395508,13.439619064331055,0.0697517916560173,0.06749829649925232,0.3172975480556488,0.42189258337020874,32.335166931152344,36.0,0.0,0,0.0,0.0,-0.9979019165039062,,,,
0,5,0.4513856768608093,-0.20755437016487122,-0.15421858429908752,0.15348124504089355,0.30069699883461,1.102590799331665,-0.5614188313484192,13.731880187988281,13.78750991821289,0.07735534757375717,0.07447411864995956,0.3285348117351532,0.2578308582305908,32.6899528503418,36.0,0.0,0,0.0,0.0,-0.9955929517745972,,,,
0,6,0.4520273506641388,-0.26526013016700745,-0.16491994261741638,-0.08088114857673645,0.32265040278434753,1.5362815856933594,-0.15482723712921143,13.89073371887207,13.976287841796875,0.08311310410499573,0.07942967861890793,0.39545929431915283,0.1532052606344223,32.98652267456055,36.0,0.0,0,0.0,0.0,-0.9930721521377563,,,,
0,7,0.4480491280555725,-0.3152962028980255,-0.1755565106868744,-0.31997600197792053,0.482303261756897,1.9938359260559082,0.20972971618175507,13.92090892791748,14.064532279968262,0.0874491035938263,0.08286730945110321,0.47147825360298157,0.0727158635854721,33.36343002319336,36.0,0.0,0,0.0,0.0,-0.9909107685089111,,,,
0,8,0.4395533502101898,-0.3527497351169586,-0.1868264079093933,-0.5487103462219238,0.6785421967506409,2.485382318496704,0.4805287718772888,13.871856689453125,14.100937843322754,0.08991659432649612,0.08439066261053085,0.506554901599884,-0.046323567628860474,33.88838577270508,36.0,0.0,0,0.0,0.0,-0.989253044128418,,,,
0,9,0.4271782338619232,-0.13235263526439667,-0.08175154030323029,-0.763472855091095,0.7791606187820435,3.014101028442383,-0.5753164291381836,14.534189224243164,14.85457706451416,0.08813299238681793,0.08302716165781021,0.2529674470424652,0.08922502398490906,36.001182556152344,36.0,0.0,0,0.0,0.0,-0.9876210689544678,,,,
