reset_id,frame,root_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_lin_vel_norm,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z,root_ang_vel_norm,left_foot_z,right_foot_z,left_foot_vz,right_foot_vz,max_dof_vel,max_torque,max_contact_force,max_contact_body,foot_contact_l,foot_contact_r,projected_g_z,before_sim_vz,before_sim_lin_vel_norm,before_sim_ang_vel_norm,before_sim_dof_vel_max
0,0,0.38847970962524414,0.057210344821214676,-0.22753173112869263,0.9929296970367432,1.0202710628509521,0.007646434474736452,0.10153444111347198,-0.030848776921629906,0.10639247298240662,0.010175453498959541,0.009975535795092583,0.9975608587265015,0.9955913424491882,1.003365159034729,2.1110000610351562,106.47676086425781,12,64.17488861083984,106.47676086425781,-0.999998927116394,0.29631274938583374,0.38172686100006104,0.3754209578037262,0.0
0,1,0.4081331193447113,0.046075157821178436,-0.15569140017032623,0.9687985181808472,0.9823101758956909,0.018647996708750725,0.12849298119544983,0.08051419258117676,0.15277673304080963,0.030038177967071533,0.02951035462319851,0.984924852848053,0.9981259107589722,3.369901657104492,2.3281326293945312,73.81951141357422,12,11.849424362182617,73.81951141357422,-0.9999876022338867,,,,
0,2,0.42506539821624756,-0.007327468134462833,-0.11965363472700119,0.7734492421150208,0.7826840877532959,0.7471126317977905,0.3091909885406494,2.747545003890991,2.8640494346618652,0.04740694910287857,0.045799560844898224,0.8131507635116577,0.7540814280509949,18.002521514892578,17.88629150390625,0.0,0,0.0,0.0,-0.9999151229858398,,,,
0,3,0.43806684017181396,0.03492514416575432,-0.1879352629184723,0.5746726393699646,0.6056303381919861,1.0394270420074463,-0.32183748483657837,12.381324768066406,12.429045677185059,0.061204083263874054,0.05863591656088829,0.43306493759155273,0.6287476420402527,31.91912269592285,36.0,0.0,0,0.0,0.0,-0.9998787045478821,,,,
0,4,0.4470173716545105,0.035331107676029205,-0.19195492565631866,0.36769333481788635,0.4162851870059967,1.2536981105804443,-0.46552276611328125,12.989936828613281,13.058595657348633,0.07198958843946457,0.06866326928138733,0.37813588976860046,0.4464016258716583,32.43379592895508,36.0,0.0,0,0.0,0.0,-0.9995747804641724,,,,
0,5,0.45173144340515137,-0.015320763923227787,-0.2068662941455841,0.1468317210674286,0.25414156913757324,1.6658650636672974,-0.2335524559020996,13.237662315368652,13.34411334991455,0.08036819845438004,0.0761062502861023,0.4135051965713501,0.3058651387691498,32.7167854309082,36.0,0.0,0,0.0,0.0,-0.9987028241157532,,,,
0,6,0.4519833028316498,-0.07663659006357193,-0.22389471530914307,-0.08571790903806686,0.2516934275627136,2.163867712020874,0.09571758657693863,13.36162281036377,13.536042213439941,0.0870046392083168,0.08153954148292542,0.488093763589859,0.20869168639183044,32.993408203125,36.0,0.0,0,0.0,0.0,-0.9976227283477783,,,,
0,7,0.44767850637435913,-0.12584306299686432,-0.23702527582645416,-0.31943416595458984,0.4171997606754303,2.6830332279205322,0.3835276961326599,13.4540376663208,13.72431755065918,0.09207379817962646,0.08524562418460846,0.5472815036773682,0.11856615543365479,33.384727478027344,36.0,0.0,0,0.0,0.0,-0.9966757297515869,,,,
0,8,0.4390546977519989,-0.1273486316204071,-0.20981533825397491,-0.526728630065918,0.5811051726341248,3.187432289123535,0.4737817943096161,13.52627944946289,13.904834747314453,0.09393945336341858,0.0871664434671402,0.47220927476882935,-0.041404660791158676,33.90812683105469,36.0,0.0,0,0.0,0.0,-0.9961444139480591,,,,
0,9,0.4268980622291565,0.02242438495159149,-0.1274585723876953,-0.7353187799453735,0.7466205358505249,4.2811455726623535,-0.10024654865264893,14.35533332824707,14.980448722839355,0.08872225135564804,0.08457610011100769,0.09230984002351761,-0.0851530209183693,36.00107192993164,36.0,0.0,0,0.0,0.0,-0.9958434104919434,,,,
0,10,0.4121440649032593,0.0502631813287735,-0.12154896557331085,-0.842024028301239,0.8522353172302246,4.74963903427124,-0.5872976183891296,14.120931625366211,14.909886360168457,0.07604029774665833,0.07146505266427994,-0.42405444383621216,-0.6350215077400208,36.000858306884766,36.0,0.0,0,0.0,0.0,-0.9952018857002258,,,,
0,11,0.3994303345680237,-0.03793438896536827,-0.4032204747200012,-0.5811123251914978,0.7083200812339783,3.22450852394104,-0.6722225546836853,6.188529014587402,7.010508060455322,0.07076799124479294,0.05908745154738426,0.07408665865659714,-0.4989427924156189,25.867694854736328,36.0,200.77166748046875,6,200.77166748046875,0.0,-0.9938762784004211,,,,
0,12,0.38906729221343994,-0.06209098920226097,-0.36173126101493835,-0.4623001515865326,0.5902764201164246,0.48281368613243103,-0.8189370632171631,3.131103277206421,3.272243022918701,0.07311791926622391,0.045761995017528534,0.45573219656944275,-0.4559016525745392,30.203624725341797,36.0,145.72230529785156,6,145.72230529785156,59.47113037109375,-0.9919196963310242,,,,
0,13,0.38162389397621155,-0.11185425519943237,-0.10715462267398834,-0.24263279139995575,0.28786134719848633,1.43134343624115,-0.8099111914634705,7.7013959884643555,7.875036716461182,0.07444208860397339,0.03797784447669983,0.462027370929718,-0.2858189642429352,36.260311126708984,36.0,144.5592041015625,12,53.17670822143555,144.5592041015625,-0.9871294498443604,,,,
0,14,0.37575793266296387,-0.09860116243362427,0.0021054837852716446,-0.22742187976837158,0.24788573384284973,1.5692025423049927,-1.547385334968567,7.104562759399414,7.4385223388671875,0.07389836013317108,0.0353299081325531,0.41020986437797546,-0.2797950804233551,32.92116165161133,36.0,221.32325744628906,12,38.78599548339844,221.32325744628906,-0.9798904657363892,,,,
